ES,CZ,Order,Sentence,SentenceT,L
la olla,hrnec,3049,Necesito la olla para este trabajo.,Na tuhle práci potřebuji hrnec.,ne
mencionado arriba,výše uvedený (v textu),3050,Ahora mismo pienso en mencionado arriba.,Teď myslím na tohle: výše uvedený.,ne
"remover, 1.remuevo",zamíchat,3051,"Quiero remover hoy, sin prisa.","Dnes chci zamíchat, bez spěchu.",ne
"remover, 1.remuevo",promíchat,3052,Necesito remover antes de salir.,Potřebuji promíchat před odchodem.,ne
"remover, 1.remuevo",protřepat / odstranit,3053,Me gusta remover cuando tengo tiempo.,"Když mám čas, baví mě protřepat.",ne
el acompañamiento,příloha k jídlu,3054,Necesito el acompañamiento para este trabajo.,Na tuhle práci potřebuji příloha k jídlu.,ne
el acompañamiento,doprovod,3055,Hoy vemos el acompañamiento por primera vez.,Dnes poprvé vidíme doprovod.,ne
"calentar, 1.caliento",ohřát,3056,"Quiero calentar hoy, sin prisa.","Dnes chci ohřát, bez spěchu.",ne
"calentar, 1.caliento",zahřát,3057,Necesito calentar antes de salir.,Potřebuji zahřát před odchodem.,ne
"calentar, 1.caliento",rozehřát,3058,Me gusta calentar cuando tengo tiempo.,"Když mám čas, baví mě rozehřát.",ne
herir / la herida,zranit,3059,Vamos a herir un momento.,Pojďme zranit na chvilku.,ne
herir / la herida,poranit,3060,Intento herir mejor cada día.,Snažím se poranit každý den lépe.,ne
herir / la herida,ranit / rána,3061,"Quiero herir hoy, sin prisa.","Dnes chci ranit, bez spěchu.",ne
herir / la herida,poranění,3062,Necesito herir antes de salir.,Potřebuji poranění před odchodem.,ne
herir / la herida,zranění,3063,Me gusta herir cuando tengo tiempo.,"Když mám čas, baví mě zranění.",ne
herir de muerte / los sentimientos de algn,smrtelně zranit / zranit čí city,3064,Vamos a herir de muerte un momento.,Pojďme smrtelně zranit na chvilku.,ne
misceláneo (vario),různý,3065,Ahora mismo me siento misceláneo.,Teď se cítím různý.,ne
misceláneo (vario),rozličný,3066,Este lugar parece misceláneo.,Tohle místo je rozličný.,ne
misceláneo (vario),rozmanitý (proměnlivý),3067,Hoy el día está misceláneo.,Dnes je den rozmanitý.,ne
"el lector, la lectora / la lectura",lektor (jazyka),3068,En la caja hay el lector.,V krabici je lektor.,ne
"el lector, la lectora / la lectura",čtenář/ka / čtení,3069,Necesito el lector para este trabajo.,Na tuhle práci potřebuji čtenář/ka.,ne
"el lector, la lectora / la lectura",četba,3070,Hoy vemos el lector por primera vez.,Dnes poprvé vidíme četba.,ne
"el lector, la lectora / la lectura",výklad,3071,En el mapa aparece el lector.,Na mapě je výklad.,ne
¡Madre mía ! / madre política,Proboha! / tchýně,3072,¡Madre mía ! es importante para este tema.,Proboha! je důležité pro tohle téma.,ne
"Qué buena broma, piensa Andrés.",Jaký dobrý vtip,3073,,"Sin Qué buena broma, todo cambia., Bez tohohle se všechno mění: Jaký dobrý vtip.",ne
"Qué buena broma, piensa Andrés.",myslí si Andrés.,3074,,"A veces Qué buena broma sorprende., Někdy překvapí tohle: myslí si Andrés..",ne
"Al día siguiente sale a correr, como siempre.",Následující den jde běhat jako vždycky.,3075,,"Intento Al día siguiente sale a correr mejor cada día., Snažím se Následující den jde běhat jako vždycky. každý den lépe.",ne
Es difícil ganar al primer intento.,Je těžké mít úspěch na první pokus.,3076,Hoy hablamos de Es difícil ganar al primer intento. un momento.,Dnes chvíli mluvíme o tomhle: Je těžké mít úspěch na první pokus..,ne
Eso le viene grande.,Na to nemá.,3077,Eso le viene grande. es importante para este tema.,Na to nemá. je důležité pro tohle téma.,ne
Eso me viene de perlas para el vestido.,To se mi skvěle hodí k těm šatům.,3078,"Sin Eso me viene de perlas para el vestido., todo cambia.",Bez tohohle se všechno mění: To se mi skvěle hodí k těm šatům..,ne
el vestido / al atuendo = oblečení,šaty dámské,3079,Necesito el vestido para este trabajo.,Na tuhle práci potřebuji šaty dámské.,ne
el vestido / al atuendo = oblečení,oblek pánský,3080,Hoy vemos el vestido por primera vez.,Dnes poprvé vidíme oblek pánský.,ne
el vestido / al atuendo = oblečení,oblečení,3081,En el mapa aparece el vestido.,Na mapě je oblečení.,ne
el vestido / al atuendo = oblečení,oblečený,3082,"Aquí está el vestido, justo delante.","Tady je oblečený, přímo před námi.",ne
vestido de novia,svatební šaty,3083,"Sin vestido de novia, todo cambia.",Bez tohohle se všechno mění: svatební šaty.,ne
la prisa / Tengo prisa. / ¡Date prisa !,spěch,3084,Necesito la prisa para este trabajo.,Na tuhle práci potřebuji spěch.,ne
la prisa / Tengo prisa. / ¡Date prisa !,chvat / Pospíchám. / Pospěš si!,3085,Hoy vemos la prisa por primera vez.,Dnes poprvé vidíme chvat.,ne
el jardín / jardín del paraíso,zahrada / rajská zahrada,3086,En el mapa aparece el jardín.,Na mapě je zahrada.,ne
jardín botánico / zoológico,botanická / zoologická zahrada,3087,jardín botánico es importante para este tema.,botanická je důležité pro tohle téma.,ne
la amabilidad,laskavost,3088,En la caja hay la amabilidad.,V krabici je laskavost.,ne
la amabilidad,vstřícnost,3089,Necesito la amabilidad para este trabajo.,Na tuhle práci potřebuji vstřícnost.,ne
la amabilidad,přívětivost,3090,Hoy vemos la amabilidad por primera vez.,Dnes poprvé vidíme přívětivost.,ne
con amabilidad,laskavě,3091,Hoy hablamos de con amabilidad un momento.,Dnes chvíli mluvíme o tomhle: laskavě.,ne
con amabilidad,vstřícně,3092,con amabilidad es importante para este tema.,vstřícně je důležité pro tohle téma.,ne
con amabilidad,přívětivě,3093,"Sin con amabilidad, todo cambia.",Bez tohohle se všechno mění: přívětivě.,ne
corresponder,opětovat (city),3094,Vamos a corresponder un momento.,Pojďme opětovat na chvilku.,ne
corresponder,přináležet,3095,Intento corresponder mejor cada día.,Snažím se přináležet každý den lépe.,ne
corresponder,odpovídat čemu,3096,"Quiero corresponder hoy, sin prisa.","Dnes chci odpovídat čemu, bez spěchu.",ne
agradecer,být vděčný,3097,Necesito agradecer antes de salir.,Potřebuji být vděčný před odchodem.,ne
agradecer,odvděčit se,3098,Me gusta agradecer cuando tengo tiempo.,"Když mám čas, baví mě odvděčit se.",ne
agradecer,oceňovat,3099,Vamos a agradecer un momento.,Pojďme oceňovat na chvilku.,ne
agradecer,být zavázán,3100,Intento agradecer mejor cada día.,Snažím se být zavázán každý den lépe.,ne
Te lo agradezco.,Jsem ti za to zavázán.,3101,Hoy hablamos de Te lo agradezco. un momento.,Dnes chvíli mluvíme o tomhle: Jsem ti za to zavázán..,ne
te lo agradezco de antemano,děkuji Ti předem,3102,te lo agradezco de antemano es importante para este tema.,děkuji Ti předem je důležité pro tohle téma.,ne
Les agradezco su ayuda.,Děkuji vám za pomoc.,3103,"Sin Les agradezco su ayuda., todo cambia.",Bez tohohle se všechno mění: Děkuji vám za pomoc..,ne
de antemano,předem,3104,A veces de antemano sorprende.,Někdy překvapí tohle: předem.,ne
de antemano,v předstihu,3105,Ahora mismo pienso en de antemano.,Teď myslím na tohle: v předstihu.,ne
de antemano,napřed,3106,Hoy hablamos de de antemano un momento.,Dnes chvíli mluvíme o tomhle: napřed.,ne
el agradecimiento,dík,3107,"Aquí está el agradecimiento, justo delante.","Tady je dík, přímo před námi.",ne
el agradecimiento,vděk,3108,En la caja hay el agradecimiento.,V krabici je vděk.,ne
el agradecimiento,poděkování,3109,Necesito el agradecimiento para este trabajo.,Na tuhle práci potřebuji poděkování.,ne
Le anticipo mi agradecimiento.,Předem Vám děkuji.,3110,Ahora mismo pienso en Le anticipo mi agradecimiento..,Teď myslím na tohle: Předem Vám děkuji..,ne
pedir un anticipo,požádat o zálohu,3111,"Quiero pedir un anticipo hoy, sin prisa.","Dnes chci požádat o zálohu, bez spěchu.",ne
el deseo (sexual),přání,3112,"Aquí está el deseo, justo delante.","Tady je přání, přímo před námi.",ne
el deseo (sexual),touha,3113,En la caja hay el deseo.,V krabici je touha.,ne
el deseo (sexual),dychtění (sexuální),3114,Necesito el deseo para este trabajo.,Na tuhle práci potřebuji dychtění.,ne
la cita,schůzka,3115,Hoy vemos la cita por primera vez.,Dnes poprvé vidíme schůzka.,ne
la cita,sraz,3116,En el mapa aparece la cita.,Na mapě je sraz.,ne
la cita,setkání,3117,"Aquí está la cita, justo delante.","Tady je setkání, přímo před námi.",ne
la cita,citát,3118,En la caja hay la cita.,V krabici je citát.,ne
acordar una cita / darse cita,domluvit si schůzku / dát si schůzku,3119,Vamos a acordar una cita un momento.,Pojďme domluvit si schůzku na chvilku.,ne
acordar una cita / darse cita,sraz,3120,Intento acordar una cita mejor cada día.,Snažím se sraz každý den lépe.,ne
acordar,dohodnout se,3121,"Quiero acordar hoy, sin prisa.","Dnes chci dohodnout se, bez spěchu.",ne
acordar,shodnout se,3122,Necesito acordar antes de salir.,Potřebuji shodnout se před odchodem.,ne
acordar,usnést se,3123,Me gusta acordar cuando tengo tiempo.,"Když mám čas, baví mě usnést se.",ne
puntual / impuntual,dochvilný,3124,El paisaje es puntual.,Krajina je dochvilný.,ne
puntual / impuntual,přesný / nedochvilný,3125,Ahora mismo me siento puntual.,Teď se cítím přesný.,ne
chichi / chichis,kundička / kozy,3126,Hoy hablamos de chichi un momento.,Dnes chvíli mluvíme o tomhle: kundička.,ne
el lago,jezero,3127,"Aquí está el lago, justo delante.","Tady je jezero, přímo před námi.",ne
"la muestra (la pauta = předloha, vzor)",vzorek,3128,,"En la caja hay la muestra (la pauta = předloha., V krabici je vzorek.",ne
"la muestra (la pauta = předloha, vzor)",ukázka,3129,,"Necesito la muestra (la pauta = předloha para este trabajo., Na tuhle práci potřebuji ukázka.",ne
"la muestra (la pauta = předloha, vzor)",předloha,3130,,"Hoy vemos la muestra (la pauta = předloha por primera vez., Dnes poprvé vidíme předloha.",ne
invertir (en),investovat (do),3131,"Quiero invertir hoy, sin prisa.","Dnes chci investovat, bez spěchu.",ne
invertir (en),obrátit,3132,Necesito invertir antes de salir.,Potřebuji obrátit před odchodem.,ne
invertir (en),převrátit,3133,Me gusta invertir cuando tengo tiempo.,"Když mám čas, baví mě převrátit.",ne
invertir (en),změnit směr,3134,Vamos a invertir un momento.,Pojďme změnit směr na chvilku.,ne
invertir el orden de palabras,převrátit slovosled,3135,Intento invertir el orden de palabras mejor cada día.,Snažím se převrátit slovosled každý den lépe.,ne
elegir (escoger),vybrat (si),3136,"Quiero elegir hoy, sin prisa.","Dnes chci vybrat, bez spěchu.",ne
elegir (escoger),zvolit,3137,Necesito elegir antes de salir.,Potřebuji zvolit před odchodem.,ne
el sentimiento,cit,3138,En la caja hay el sentimiento.,V krabici je cit.,ne
el sentimiento,pocit,3139,Necesito el sentimiento para este trabajo.,Na tuhle práci potřebuji pocit.,ne
el sentimiento,emoce,3140,Hoy vemos el sentimiento por primera vez.,Dnes poprvé vidíme emoce.,ne
el varon,muž,3141,En el mapa aparece el varon.,Na mapě je muž.,ne
el varon,chlapec,3142,"Aquí está el varon, justo delante.","Tady je chlapec, přímo před námi.",ne
el varon,chlap,3143,En la caja hay el varon.,V krabici je chlap.,ne
el varon,dobrák,3144,Necesito el varon para este trabajo.,Na tuhle práci potřebuji dobrák.,ne
quizá,snad,3145,Ahora mismo pienso en quizá.,Teď myslím na tohle: snad.,ne
quizá,asi,3146,Hoy hablamos de quizá un momento.,Dnes chvíli mluvíme o tomhle: asi.,ne
quizá,přibližně,3147,quizá es importante para este tema.,přibližně je důležité pro tohle téma.,ne
quizá,pravděpodobně,3148,"Sin quizá, todo cambia.",Bez tohohle se všechno mění: pravděpodobně.,ne
la pareja,pár,3149,Necesito la pareja para este trabajo.,Na tuhle práci potřebuji pár.,ne
la pareja,dvojice,3150,Hoy vemos la pareja por primera vez.,Dnes poprvé vidíme dvojice.,ne
la pareja,partner,3151,En el mapa aparece la pareja.,Na mapě je partner.,ne
la pareja,partnerka,3152,"Aquí está la pareja, justo delante.","Tady je partnerka, přímo před námi.",ne
pareja de hecho,registrované partnerství,3153,"Sin pareja de hecho, todo cambia.",Bez tohohle se všechno mění: registrované partnerství.,ne
permanecer,zůstat,3154,Vamos a permanecer un momento.,Pojďme zůstat na chvilku.,ne
permanecer,setrvat,3155,Intento permanecer mejor cada día.,Snažím se setrvat každý den lépe.,ne
la empresa,podnik,3156,En el mapa aparece la empresa.,Na mapě je podnik.,ne
la empresa,podnikání,3157,"Aquí está la empresa, justo delante.","Tady je podnikání, přímo před námi.",ne
la empresa,firma,3158,En la caja hay la empresa.,V krabici je firma.,ne
empresa privada / pública / matriz / filial,podnik soukromý / státní / mateřský / dceřiný,3159,A veces empresa privada sorprende.,Někdy překvapí tohle: podnik soukromý.,ne
la matriz,děloha,3160,Hoy vemos la matriz por primera vez.,Dnes poprvé vidíme děloha.,ne
la matriz,matice,3161,En el mapa aparece la matriz.,Na mapě je matice.,ne
la química,chemie,3162,"Aquí está la química, justo delante.","Tady je chemie, přímo před námi.",ne
comenzar,začít,3163,Me gusta comenzar cuando tengo tiempo.,"Když mám čas, baví mě začít.",ne
comenzar,začínat,3164,Vamos a comenzar un momento.,Pojďme začínat na chvilku.,ne
comenzar,zahájit (např. studium),3165,Intento comenzar mejor cada día.,Snažím se zahájit každý den lépe.,ne
lamentablemente,naneštěstí,3166,"Lo explica lamentablemente, paso a paso.","Vysvětluje to naneštěstí, krok za krokem.",ne
lamentablemente,bohužel,3167,Camina lamentablemente para no hacer ruido.,"Jde bohužel, aby nedělal hluk.",ne
conmovedor,dojemný,3168,"Sin conmovedor, todo cambia.",Bez tohohle se všechno mění: dojemný.,ne
conmovedor,dojímavý,3169,A veces conmovedor sorprende.,Někdy překvapí tohle: dojímavý.,ne
afectuoso,srdečný,3170,Ahora mismo me siento afectuoso.,Teď se cítím srdečný.,ne
afectuoso,vřelý,3171,Este lugar parece afectuoso.,Tohle místo je vřelý.,ne
afectuoso,vroucí (pozdrav),3172,Hoy el día está afectuoso.,Dnes je den vroucí.,ne
pronto,brzy / rychlý,3173,Su voz suena pronto.,Jeho/její hlas zní brzy.,ne
pronto,pohotový,3174,El paisaje es pronto.,Krajina je pohotový.,ne
pronto,rychle,3175,Ahora mismo me siento pronto.,Teď se cítím rychle.,ne
despacio,pomalu,3176,Este lugar parece despacio.,Tohle místo je pomalu.,ne
despacio,pozvolna,3177,Hoy el día está despacio.,Dnes je den pozvolna.,ne
despacio,potichu,3178,Su voz suena despacio.,Jeho/její hlas zní potichu.,ne
"Hable usted más despacio / alto, por favor.",Mluvte,3179,,"A veces Hable usted más despacio sorprende., Někdy překvapí tohle: Mluvte.",ne
"Hable usted más despacio / alto, por favor.",prosím,3180,,"Ahora mismo pienso en Hable usted más despacio., Teď myslím na tohle: prosím.",ne
"Hable usted más despacio / alto, por favor.",pomaleji / víc nahlas.,3181,,"Hoy hablamos de Hable usted más despacio un momento., Dnes chvíli mluvíme o tomhle: pomaleji.",ne
Hable más lento por favor.,Mluvte prosím pomaleji.,3182,Hable más lento por favor. es importante para este tema.,Mluvte prosím pomaleji. je důležité pro tohle téma.,ne
abrir (se),otevřít,3183,Me gusta abrir cuando tengo tiempo.,"Když mám čas, baví mě otevřít.",ne
abrir (se),rozepnout,3184,Vamos a abrir un momento.,Pojďme rozepnout na chvilku.,ne
abrir (se),rozpřáhnout,3185,Intento abrir mejor cada día.,Snažím se rozpřáhnout každý den lépe.,ne
abrir la boca / el pico,otevřít pusu / zobák (promluvit),3186,"Quiero abrir la boca hoy, sin prisa.","Dnes chci otevřít pusu, bez spěchu.",ne
abrir los ojos a algn,otevřít oči komu,3187,Necesito abrir los ojos a algn antes de salir.,Potřebuji otevřít oči komu před odchodem.,ne
el pico,zobák,3188,En la caja hay el pico.,V krabici je zobák.,ne
el pico,sosák,3189,Necesito el pico para este trabajo.,Na tuhle práci potřebuji sosák.,ne
el pico,krumpáč,3190,Hoy vemos el pico por primera vez.,Dnes poprvé vidíme krumpáč.,ne
el pico,vrcholek hory,3191,En el mapa aparece el pico.,Na mapě je vrcholek hory.,ne
hasta ahora,až dosud,3192,hasta ahora es importante para este tema.,až dosud je důležité pro tohle téma.,ne
