ES,CZ,Order,Sentence,SentenceT,L
el deber,povinnost,2356,Hoy intento el deber mejor.,Dnes se snažím povinnost lépe.,ne
el deber,domací úloha,2357,En clase aprendemos a el deber.,Ve třídě se učíme domací úloha.,ne
cumplir con su deber / cumplir con la esperanza,splnit svou povinnost / splnit očekávání,2358,No es fácil cumplir con su deber al principio.,Na začátku není snadné splnit svou povinnost.,ne
cumplir,plnit,2359,Es importante cumplir cada día.,Je důležité plnit každý den.,ne
cumplir,splnit,2360,Es importante cumplir cada día.,Je důležité splnit každý den.,ne
cumplir,dodržet,2361,Es importante cumplir cada día.,Je důležité dodržet každý den.,ne
cumplir,dostát,2362,Hoy intento cumplir mejor.,Dnes se snažím dostát lépe.,ne
cumplir,dovršit,2363,Es importante cumplir cada día.,Je důležité dovršit každý den.,ne
dentro de,uvnitř místně,2364,Hoy usamos la palabra dentro de en clase.,Dnes ve třídě používáme slovo uvnitř místně.,ne
dentro de,za časově,2365,En mi diálogo de hoy digo dentro de.,V mém dnešním dialogu říkám za časově.,ne
dentro de poco / dentro de nada,zakrátko,2366,Hoy escucho dentro de poco en clase.,Dnes ve třídě slyším zakrátko.,ne
dentro de poco / dentro de nada,brzy / ve chvilce,2367,En una conversación digo dentro de poco.,V rozhovoru říkám brzy.,ne
dentro de poco / dentro de nada,v okamžiku,2368,En una conversación digo dentro de poco.,V rozhovoru říkám v okamžiku.,ne
dentro de quince días,za čtrnáct dní,2369,En esta frase usamos dentro de quince días.,V této větě používáme za čtrnáct dní.,ne
El tren no sale hasta dentro de dos horas.,Vlak odjíždí až za dvě hodiny.,2370,Hoy escucho El tren no sale hasta dentro de dos horas en clase.,Dnes ve třídě slyším Vlak odjíždí až za dvě hodiny.,ne
durar,trvat,2371,No es fácil durar al principio.,Na začátku není snadné trvat.,ne
encontrarse,nacházet se,2372,Es importante encontrarse cada día.,Je důležité nacházet se každý den.,ne
encontrarse,setkat se,2373,Hoy intento encontrarse mejor.,Dnes se snažím setkat se lépe.,ne
escondido,schovaný,2374,La situación parece escondido.,Situace působí schovaný.,ne
escondido,ukrytý,2375,Hoy me siento escondido.,Dnes se cítím ukrytý.,ne
escondido,odlehlý,2376,Hoy me siento escondido.,Dnes se cítím odlehlý.,ne
el esfuerzo,námaha,2377,Aquí está el esfuerzo.,Tady je námaha.,ne
el esfuerzo,úsilí,2378,Aquí está el esfuerzo.,Tady je úsilí.,ne
el esfuerzo,zátěž,2379,Hoy necesito el esfuerzo.,Dnes potřebuji zátěž.,ne
fijar / fijarse en,stanovit,2380,Es importante fijar cada día.,Je důležité stanovit každý den.,ne
fijar / fijarse en,připevnit,2381,No es fácil fijar al principio.,Na začátku není snadné připevnit.,ne
fijar / fijarse en,upevnit / všimnout si čeho,2382,Es importante fijar cada día.,Je důležité upevnit každý den.,ne
las gafas (de leer),brýle (na blízko,2383,En una conversación digo las gafas.,V rozhovoru říkám brýle (na blízko.,ne
las gafas (de leer),na čtení),2384,En esta frase usamos las gafas.,V této větě používáme na čtení).,ne
la hamburguesa,hamburger,2385,Aquí está la hamburguesa.,Tady je hamburger.,ne
la inscripción,nápis,2386,En la foto veo la inscripción.,Na fotce vidím nápis.,ne
la instrucción,návod,2387,En la foto veo la instrucción.,Na fotce vidím návod.,ne
la instrucción,instrukce,2388,En la foto veo la instrucción.,Na fotce vidím instrukce.,ne
la instrucción,pokyn,2389,En casa tenemos la instrucción.,Doma máme pokyn.,ne
maquillarse,namalovat se,2390,Es importante maquillarse cada día.,Je důležité namalovat se každý den.,ne
maquillarse,nalíčit se,2391,Hoy intento maquillarse mejor.,Dnes se snažím nalíčit se lépe.,ne
lindo,hezký,2392,Todo está lindo hoy.,Dnes je všechno hezký.,ne
lindo,pěkný,2393,La situación parece lindo.,Situace působí pěkný.,ne
lindo,krásný,2394,Hoy me siento lindo.,Dnes se cítím krásný.,ne
lindo,pěkně,2395,La situación parece lindo.,Situace působí pěkně.,ne
lindo,krásně,2396,Hoy me siento lindo.,Dnes se cítím krásně.,ne
tener lindo fin de semana,mít hezký víkend,2397,Hoy escucho tener lindo fin de semana en clase.,Dnes ve třídě slyším mít hezký víkend.,ne
el mensaje,zpráva,2398,En la foto veo el mensaje.,Na fotce vidím zpráva.,ne
el mensaje,vzkaz,2399,En casa tenemos el mensaje.,Doma máme vzkaz.,ne
el mensaje,oznámení,2400,En casa tenemos el mensaje.,Doma máme oznámení.,ne
el mensaje,poselství,2401,En la foto veo el mensaje.,Na fotce vidím poselství.,ne
el océano Pacífico,tichý oceán,2402,En esta frase usamos el océano Pacífico.,V této větě používáme tichý oceán.,ne
optimista,optimistický,2403,Todo está optimista hoy.,Dnes je všechno optimistický.,ne
optimista,optimista,2404,Hoy me siento optimista.,Dnes se cítím optimista.,ne
la pantalla,obrazovka,2405,En casa tenemos la pantalla.,Doma máme obrazovka.,ne
la pantalla,monitor,2406,En la foto veo la pantalla.,Na fotce vidím monitor.,ne
el papel (higiénico),(toaletní) papír / role (v něčem,2407,En esta frase usamos el papel.,V této větě používáme papír.,ne
el papel (higiénico),politice i divadelní),2408,En una conversación digo el papel.,V rozhovoru říkám politice i divadelní).,ne
pirata,prát,2409,Hoy me siento pirata.,Dnes se cítím prát.,ne
pirata,pirátský,2410,Hoy me siento pirata.,Dnes se cítím pirátský.,ne
pirata,nelegální,2411,La situación parece pirata.,Situace působí nelegální.,ne
el piso / un piso compartido,patro,2412,En esta frase usamos el piso.,V této větě používáme patro.,ne
el piso / un piso compartido,poschodí,2413,Hoy escucho el piso en clase.,Dnes ve třídě slyším poschodí.,ne
el piso / un piso compartido,byt / společný byt,2414,En esta frase usamos el piso.,V této větě používáme byt.,ne
rápido / lo más rápido posible,rychlý / co nejrychleji,2415,Hoy escucho rápido en clase.,Dnes ve třídě slyším rychlý.,ne
la respuesta,odpověď,2416,Aquí está la respuesta.,Tady je odpověď.,ne
sacar,vytáhnout,2417,No es fácil sacar al principio.,Na začátku není snadné vytáhnout.,ne
sacar,vybrat,2418,Hoy intento sacar mejor.,Dnes se snažím vybrat lépe.,ne
sacar,vyndat,2419,En clase aprendemos a sacar.,Ve třídě se učíme vyndat.,ne
sacar,vyzvednout (peníze),2420,Es importante sacar cada día.,Je důležité vyzvednout každý den.,ne
"sentar (se) a, 1.siento",sendout si,2421,Escribo ahora el número sentar a.,Teď píšu číslo sendout si.,ne
"sentar (se) a, 1.siento",posadit se k,2422,Hoy practicamos el número sentar a.,Dnes procvičujeme číslo posadit se k.,ne
siguiente,následující,2423,Hoy me siento siguiente.,Dnes se cítím následující.,ne
siguiente,příští,2424,La situación parece siguiente.,Situace působí příští.,ne
siguiente,další,2425,Todo está siguiente hoy.,Dnes je všechno další.,ne
"soler, 1.suelo",mít ve zvyku,2426,Escribo ahora el número soler.,Teď píšu číslo mít ve zvyku.,ne
"soler, 1.suelo",obvykle (+infinitiv),2427,Hoy practicamos el número soler.,Dnes procvičujeme číslo obvykle.,ne
"Después de levantarse, suele ir a correr.",Když vstane,2428,Hoy intento Después de levantarse mejor.,Dnes se snažím Když vstane lépe.,ne
"Después de levantarse, suele ir a correr.",chodívá běhat.,2429,No es fácil Después de levantarse al principio.,Na začátku není snadné chodívá běhat.,ne
Suelo limpiarme los dientes después del desayuno.,Mívám ve zvyku si čistit zuby po snídani.,2430,En esta frase usamos Suelo limpiarme los dientes después del desayuno.,V této větě používáme Mívám ve zvyku si čistit zuby po snídani.,ne
la sorpresa,překvapení,2431,Aquí está la sorpresa.,Tady je překvapení.,ne
el tiburón,žralok,2432,En la foto veo el tiburón.,Na fotce vidím žralok.,ne
el tesoro,poklad,2433,En casa tenemos el tesoro.,Doma máme poklad.,ne
el tesoro,státní pokladna,2434,En casa tenemos el tesoro.,Doma máme státní pokladna.,ne
obligación del Tesoro,státní obligace,2435,En una conversación digo obligación del Tesoro.,V rozhovoru říkám státní obligace.,ne
travieso,zlobivý,2436,Todo está travieso hoy.,Dnes je všechno zlobivý.,ne
travieso,nezbedný,2437,Todo está travieso hoy.,Dnes je všechno nezbedný.,ne
travieso,rozpustilý,2438,La situación parece travieso.,Situace působí rozpustilý.,ne
"vestir (se), 1.visto",obléknout (se),2439,En el ejercicio aparece el número vestir.,V cvičení je číslo obléknout.,ne
suceder,následovat po čem,2440,No es fácil suceder al principio.,Na začátku není snadné následovat po čem.,ne
suceder,stát se,2441,Es importante suceder cada día.,Je důležité stát se každý den.,ne
suceder,přihodit se,2442,Es importante suceder cada día.,Je důležité přihodit se každý den.,ne
exceder,přesáhnout,2443,No es fácil exceder al principio.,Na začátku není snadné přesáhnout.,ne
exceder,převýšit,2444,No es fácil exceder al principio.,Na začátku není snadné převýšit.,ne
besar,líbat,2445,No es fácil besar al principio.,Na začátku není snadné líbat.,ne
besar,políbit,2446,Es importante besar cada día.,Je důležité políbit každý den.,ne
morder (1.muerdo),kousat,2447,Escribo ahora el número morder.,Teď píšu číslo kousat.,ne
morder (1.muerdo),pokousat,2448,Hoy practicamos el número morder.,Dnes procvičujeme číslo pokousat.,ne
morder (1.muerdo),hryzat,2449,Hoy practicamos el número morder.,Dnes procvičujeme číslo hryzat.,ne
morderse las uñas,kousat si nehty,2450,Hoy escucho morderse las uñas en clase.,Dnes ve třídě slyším kousat si nehty.,ne
la pierna,noha,2451,En casa tenemos la pierna.,Doma máme noha.,ne
la pierna,nohavice,2452,En casa tenemos la pierna.,Doma máme nohavice.,ne
la pierna,kýta,2453,En casa tenemos la pierna.,Doma máme kýta.,ne
la pierna,stehno (krůty),2454,Aquí está la pierna.,Tady je stehno.,ne
sufrir,trpět,2455,En clase aprendemos a sufrir.,Ve třídě se učíme trpět.,ne
sufrir,utrpět,2456,Es importante sufrir cada día.,Je důležité utrpět každý den.,ne
"perder, 1.pierdo",ztratit,2457,Escribo ahora el número perder.,Teď píšu číslo ztratit.,ne
perder la esperanza / la conciencia,ztratit naději / vědomí,2458,En esta frase usamos perder la esperanza.,V této větě používáme ztratit naději.,ne
la longitud / la latitud,délka (i zeměpisná) / šířka (i zeměpisná),2459,Hoy escucho la longitud en clase.,Dnes ve třídě slyším délka.,ne
agredir,napadnout,2460,No es fácil agredir al principio.,Na začátku není snadné napadnout.,ne
agredir,přepadnout,2461,Hoy intento agredir mejor.,Dnes se snažím přepadnout lépe.,ne
el ordenador,počítač,2462,Hoy necesito el ordenador.,Dnes potřebuji počítač.,ne
el cole (el colegio = základní škola),škola,2463,Hoy escucho el cole en clase.,Dnes ve třídě slyším škola.,ne
el cole (el colegio = základní škola),základka,2464,Hoy escucho el cole en clase.,Dnes ve třídě slyším základka.,ne
el cole (el colegio = základní škola),gympl,2465,En una conversación digo el cole.,V rozhovoru říkám gympl.,ne
sin embargo / aún así / a pesar de,nicméně,2466,En una conversación digo sin embargo.,V rozhovoru říkám nicméně.,ne
sin embargo / aún así / a pesar de,přesto,2467,En una conversación digo sin embargo.,V rozhovoru říkám přesto.,ne
sin embargo / aún así / a pesar de,přece jen,2468,En una conversación digo sin embargo.,V rozhovoru říkám přece jen.,ne
sin embargo / aún así / a pesar de,avšak,2469,En esta frase usamos sin embargo.,V této větě používáme avšak.,ne
el pesar / pesaje,lítost,2470,No es fácil el pesar al principio.,Na začátku není snadné lítost.,ne
el pesar / pesaje,zármutek,2471,Es importante el pesar cada día.,Je důležité zármutek každý den.,ne
el pesar / pesaje,hoře / vážení,2472,No es fácil el pesar al principio.,Na začátku není snadné hoře.,ne
pesar,být těžký,2473,Hoy intento pesar mejor.,Dnes se snažím být těžký lépe.,ne
pesar,hodně vážit,2474,No es fácil pesar al principio.,Na začátku není snadné hodně vážit.,ne
pesar,bolet,2475,Es importante pesar cada día.,Je důležité bolet každý den.,ne
pesar,uvažovat,2476,En clase aprendemos a pesar.,Ve třídě se učíme uvažovat.,ne
pesar,rozmýšlet si,2477,Es importante pesar cada día.,Je důležité rozmýšlet si každý den.,ne
espero que te encuentres muy bien,doufám,2478,En esta situación uso espero que te encuentres muy bien.,V této situaci používám doufám.,ne
espero que te encuentres muy bien,že se máš dobře / jsi ok,2479,En esta frase usamos espero que te encuentres muy bien.,V této větě používáme že se máš dobře.,ne
conmigo,se mnou,2480,Hoy me siento conmigo.,Dnes se cítím se mnou.,ne
el atún,tuňák,2481,Aquí está el atún.,Tady je tuňák.,ne
el pocillo,šálek,2482,Hoy necesito el pocillo.,Dnes potřebuji šálek.,ne
hornear,péct,2483,En clase aprendemos a hornear.,Ve třídě se učíme péct.,ne
hornear,upéct,2484,Es importante hornear cada día.,Je důležité upéct každý den.,ne
hornear,dát do trouby,2485,Hoy intento hornear mejor.,Dnes se snažím dát do trouby lépe.,ne
mezclar,smíchat,2486,Hoy intento mezclar mejor.,Dnes se snažím smíchat lépe.,ne
mezclar,promíchat,2487,En clase aprendemos a mezclar.,Ve třídě se učíme promíchat.,ne
mezclar,smísit,2488,Es importante mezclar cada día.,Je důležité smísit každý den.,ne
enmantequillar y enharinar,vymazat máslem a vysypat moukou,2489,Hoy intento enmantequillar y enharinar mejor.,Dnes se snažím vymazat máslem a vysypat moukou lépe.,ne
"tuyo, tuya",tvůj,2490,En esta frase usamos tuyo.,V této větě používáme tvůj.,ne
"tuyo, tuya",tvoje,2491,Hoy escucho tuyo en clase.,Dnes ve třídě slyším tvoje.,ne
próximo,příští,2492,La situación parece próximo.,Situace působí příští.,ne
próximo,další,2493,Hoy me siento próximo.,Dnes se cítím další.,ne
la próxima vez,příště,2494,Hoy escucho la próxima vez en clase.,Dnes ve třídě slyším příště.,ne
a la vez,najednou,2495,Hoy escucho a la vez en clase.,Dnes ve třídě slyším najednou.,ne
a la vez,současně,2496,Hoy escucho a la vez en clase.,Dnes ve třídě slyším současně.,ne
aquella vez,tehdy,2497,Hoy usamos la palabra aquella vez en clase.,Dnes ve třídě používáme slovo tehdy.,ne
aquella vez,tenkrát,2498,Hoy usamos la palabra aquella vez en clase.,Dnes ve třídě používáme slovo tenkrát.,ne
cada vez más / menos,čím dál tím víc / méně,2499,En esta frase usamos cada vez más.,V této větě používáme čím dál tím víc.,ne
cada vez que,vždycky / pokaždé když,2500,Hoy escucho cada vez que en clase.,Dnes ve třídě slyším vždycky.,ne
otra vez,jindy,2501,Hoy usamos la palabra otra vez en clase.,Dnes ve třídě používáme slovo jindy.,ne
otra vez,znovu,2502,En una frase simple aparece otra vez.,V jednoduché větě se objevuje znovu.,ne
rara vez,téměř nikdy,2503,En una frase simple aparece rara vez.,V jednoduché větě se objevuje téměř nikdy.,ne
