ES,CZ,Order,Sentence,SentenceT,L
entregar,odevzdat,2555,"Vale, digo «entregar» y todos entienden.","Hele, píšu „odevzdat“ do sešitu.",ne
depender de alg(n),záležet,2556,Siempre recuerdo bien la palabra «depender de alg(n)».,Najednou řeknu „záležet“ a všichni rozumí.,ne
depender de alg(n),záviset na kom na čem,2557,Casi nunca escribo «depender de alg(n)» en mi cuaderno.,Takže slyším slovo „záviset na kom na čem“ ve třídě.,ne
el programa,program,2558,Ahora escucho la palabra «el programa» en clase.,"Dobře, řeknu „program“ a všichni rozumí.",ne
el programa,plán,2559,"Imagínate, digo «el programa» y todos entienden.","Tak, píšu „plán“ do sešitu.",ne
el programa,projekt,2560,"Sabes, digo «el programa» y todos entienden.","Tak, píšu „projekt“ do sešitu.",ne
el pino,borovice,2561,"Imagínate, uso la palabra «el pino» en una frase.",Konečně řeknu „borovice“ a všichni rozumí.,ne
el pino,stojka na hlavě,2562,Hoy digo «el pino» y todos entienden.,Skoro nikdy používám slovo „stojka na hlavě“ ve větě.,ne
"ambos, ambas",oba,2563,"Vale, practico hoy la palabra «ambos, ambas».","Tak, píšu „oba“ do sešitu.",ne
"ambos, ambas",jeden i druhý,2564,"Pues practico hoy la palabra «ambos, ambas».",Dnes ráno slyším slovo „jeden i druhý“ ve třídě.,ne
ratón almizclero,plšík lískový,2565,Pues practico hoy la palabra «ratón almizclero».,"Poslouchej, si dobře pamatuji slovo „plšík lískový“.",ne
la rata,krysa,2566,"Sabes, recuerdo bien la palabra «la rata».",Někdy používám slovo „krysa“ ve větě.,ne
la rata,potkan,2567,Anoche escribo «la rata» en mi cuaderno.,"Poslouchej, dnes procvičuji slovo „potkan“.",ne
El chico de camiseta azul es Pedro.,Ten kluk v modrém tričku je Petr.,2568,"Vale, uso la palabra «El chico de camiseta azul es Pedro.» en una frase.","Dobře, píšu „Ten kluk v modrém tričku je Petr.“ do sešitu.",ne
Luisa es de (tiene) ojos verde y de cabello largo.,Luisa má zelené oči a dlohé vlasy.,2569,"Bueno, practico hoy la palabra «Luisa es de (tiene) ojos verde y de cabello largo.».",Teď používám slovo „Luisa má zelené oči a dlohé vlasy.“ ve větě.,ne
el cabello (la cabellera) / ondulado,vlas,2570,"Bueno, escucho la palabra «el cabello (la cabellera) / ondulado» en clase.",Takže dnes procvičuji slovo „vlas“.,ne
el cabello (la cabellera) / ondulado,vlasy (hříva,2571,Casi nunca practico hoy la palabra «el cabello (la cabellera) / ondulado».,"Řekni, řeknu „vlasy (hříva“ a všichni rozumí.",ne
el cabello (la cabellera) / ondulado,dlouhé vlasy) / vlnité,2572,Anoche practico hoy la palabra «el cabello (la cabellera) / ondulado».,"Řekni, řeknu „dlouhé vlasy) / vlnité“ a všichni rozumí.",ne
largo,dlouhý,2573,Entonces practico hoy la palabra «largo».,"Představ si, dnes procvičuji slovo „dlouhý“.",ne
corto / corto de vista,krátký / krátkozraký,2574,"Bueno, escribo «corto / corto de vista» en mi cuaderno.",Skoro nikdy si dobře pamatuji slovo „krátký / krátkozraký“.,ne
el plazo / a plazos,lhůta,2575,Anoche uso la palabra «el plazo / a plazos» en una frase.,Dnes dnes procvičuji slovo „lhůta“.,ne
el plazo / a plazos,období,2576,En serio escucho la palabra «el plazo / a plazos» en clase.,Dnes ráno slyším slovo „období“ ve třídě.,ne
el plazo / a plazos,termín,2577,Pues practico hoy la palabra «el plazo / a plazos».,"Poslouchej, dnes procvičuji slovo „termín“.",ne
el plazo / a plazos,splátka / na splátky,2578,Ahora practico hoy la palabra «el plazo / a plazos».,"Dobře, píšu „splátka / na splátky“ do sešitu.",ne
a corto / a largo plazo,krátkodobý / dlohodobý,2579,"Mira, escucho la palabra «a corto / a largo plazo» en clase.",No píšu „krátkodobý / dlohodobý“ do sešitu.,ne
el pase / enviar un pase largo,propustka,2580,Anoche digo «el pase / enviar un pase largo» y todos entienden.,Někdy používám slovo „propustka“ ve větě.,ne
el pase / enviar un pase largo,přihrávka / dát dlouhou přihrávku,2581,Pues escribo «el pase / enviar un pase largo» en mi cuaderno.,"Řekni, používám slovo „přihrávka / dát dlouhou přihrávku“ ve větě.",ne
ser un metro más largo,být o metr delší,2582,"Sabes, recuerdo bien la palabra «ser un metro más largo».",Konečně řeknu „být o metr delší“ a všichni rozumí.,ne
estar de buen / mal humor,mít dobrou / špatnou náladu,2583,"Mira, uso la palabra «estar de buen / mal humor» en una frase.",Dnes ráno dnes procvičuji slovo „mít dobrou / špatnou náladu“.,ne
ser rico / estar rico,být bohatý / být chutný,2584,Anoche recuerdo bien la palabra «ser rico / estar rico».,"Víš, si dobře pamatuji slovo „být bohatý / být chutný“.",ne
todo el día / todos los días,celý den / každý den,2585,"Imagínate, escribo «todo el día / todos los días» en mi cuaderno.",Vážně slyším slovo „celý den / každý den“ ve třídě.,ne
Así pasa todo el verano.,Tak tráví celé léto.,2586,"Sabes, digo «Así pasa todo el verano.» y todos entienden.","Poslouchej, dnes procvičuji slovo „Tak tráví celé léto.“.",ne
Esto te va a salir caro.,To ti přijde draho.,2587,Hoy digo «Esto te va a salir caro.» y todos entienden.,"Tak, dnes procvičuji slovo „To ti přijde draho.“.",ne
jugar con fuego,hrát si s ohněm,2588,"Mira, recuerdo bien la palabra «jugar con fuego».",Vždy si dobře pamatuji slovo „hrát si s ohněm“.,ne
sucio / jugar sucio,špinavý,2589,Siempre escribo «sucio / jugar sucio» en mi cuaderno.,"Víš, řeknu „špinavý“ a všichni rozumí.",ne
sucio / jugar sucio,nečistý / hrát špinavou hru,2590,De repente uso la palabra «sucio / jugar sucio» en una frase.,Vážně používám slovo „nečistý / hrát špinavou hru“ ve větě.,ne
el ano,řitní otvor,2591,Por fin digo «el ano» y todos entienden.,"Tak, slyším slovo „řitní otvor“ ve třídě.",ne
el ano,řiť,2592,Pues escribo «el ano» en mi cuaderno.,Takže píšu „řiť“ do sešitu.,ne
"poner, 1.pongo",položit,2593,"Vale, practico hoy la palabra «poner, 1.pongo».",Takže slyším slovo „položit“ ve třídě.,ne
"poner, 1.pongo",umístit,2594,"Casi nunca escucho la palabra «poner, 1.pongo» en clase.",Takže řeknu „umístit“ a všichni rozumí.,ne
"poner, 1.pongo",připravit,2595,"En serio practico hoy la palabra «poner, 1.pongo».",Skoro nikdy si dobře pamatuji slovo „připravit“.,ne
"poner, 1.pongo",nachystat,2596,"Claro, recuerdo bien la palabra «poner, 1.pongo».",Někdy řeknu „nachystat“ a všichni rozumí.,ne
"poner, 1.pongo",nařídit,2597,"Hoy uso la palabra «poner, 1.pongo» en una frase.","Tak, používám slovo „nařídit“ ve větě.",ne
"poner, 1.pongo",zřídit,2598,"Claro, escribo «poner, 1.pongo» en mi cuaderno.","Řekni, slyším slovo „zřídit“ ve třídě.",ne
amar a algn locamente,milovat koho k zbláznění,2599,Casi nunca uso la palabra «amar a algn locamente» en una frase.,"Jasně, slyším slovo „milovat koho k zbláznění“ ve třídě.",ne
la muerte,smrt,2600,Casi nunca escucho la palabra «la muerte» en clase.,Skoro nikdy píšu „smrt“ do sešitu.,ne
la muerte,úmrtí,2601,Esta mañana escribo «la muerte» en mi cuaderno.,Včera večer si dobře pamatuji slovo „úmrtí“.,ne
el cementerio,hřbitov,2602,"Mira, recuerdo bien la palabra «el cementerio».",Takže používám slovo „hřbitov“ ve větě.,ne
engañar,podvést,2603,"Dime, uso la palabra «engañar» en una frase.","Řekni, slyším slovo „podvést“ ve třídě.",ne
engañar,oklamat,2604,"Mira, uso la palabra «engañar» en una frase.","Jasně, si dobře pamatuji slovo „oklamat“.",ne
engañar,ošidit,2605,Por fin escucho la palabra «engañar» en clase.,Najednou si dobře pamatuji slovo „ošidit“.,ne
doler / el doler,bolet,2606,"Sabes, digo «doler / el doler» y todos entienden.","Víš, píšu „bolet“ do sešitu.",ne
doler / el doler,trápit,2607,"Oye, digo «doler / el doler» y todos entienden.",Někdy si dobře pamatuji slovo „trápit“.,ne
doler / el doler,působit bolest / bolest,2608,"Dime, practico hoy la palabra «doler / el doler».","Řekni, používám slovo „působit bolest / bolest“ ve větě.",ne
doler / el doler,trápení,2609,"Vale, practico hoy la palabra «doler / el doler».",Dnes ráno slyším slovo „trápení“ ve třídě.,ne
doler / el doler,žal,2610,"Sabes, recuerdo bien la palabra «doler / el doler».",Dnes ráno používám slovo „žal“ ve větě.,ne
dolido (estar),bolestný,2611,Siempre practico hoy la palabra «dolido (estar)».,"Představ si, si dobře pamatuji slovo „bolestný“.",ne
dolido (estar),žalostný,2612,"Claro, practico hoy la palabra «dolido (estar)».","Tak, dnes procvičuji slovo „žalostný“.",ne
dolido (estar),zarmoucený,2613,Hoy uso la palabra «dolido (estar)» en una frase.,"Představ si, řeknu „zarmoucený“ a všichni rozumí.",ne
dolido (estar),ublížený,2614,Casi nunca uso la palabra «dolido (estar)» en una frase.,Dnes ráno slyším slovo „ublížený“ ve třídě.,ne
dolido (estar),smutný,2615,A veces practico hoy la palabra «dolido (estar)».,"Poslouchej, slyším slovo „smutný“ ve třídě.",ne
olvidar / inolvidable,zapomenout (na koho co) / nezapomenutelný,2616,"Claro, escucho la palabra «olvidar / inolvidable» en clase.",Někdy řeknu „zapomenout (na koho co) / nezapomenutelný“ a všichni rozumí.,ne
ciertamente,jistě,2617,Siempre digo «ciertamente» y todos entienden.,"Poslouchej, používám slovo „jistě“ ve větě.",ne
ciertamente,určitě,2618,Casi nunca escribo «ciertamente» en mi cuaderno.,No používám slovo „určitě“ ve větě.,ne
ciertamente,zajisté,2619,Casi nunca escucho la palabra «ciertamente» en clase.,Skoro nikdy slyším slovo „zajisté“ ve třídě.,ne
la madrugada,rozbřesk,2620,Esta mañana escucho la palabra «la madrugada» en clase.,Skoro nikdy si dobře pamatuji slovo „rozbřesk“.,ne
la madrugada,časné jitro,2621,"Sabes, recuerdo bien la palabra «la madrugada».",Vážně píšu „časné jitro“ do sešitu.,ne
la madrugada,úsvit,2622,De repente uso la palabra «la madrugada» en una frase.,Najednou používám slovo „úsvit“ ve větě.,ne
"el acertijo (el rompecabezas, la adivinanza, el pasatiempo)",hádanka,2623,"Oye, uso la palabra «el acertijo (el rompecabezas, la adivinanza, el pasatiempo)» en una frase.",Konečně dnes procvičuji slovo „hádanka“.,ne
"el acertijo (el rompecabezas, la adivinanza, el pasatiempo)",hlavolam,2624,"Claro, escucho la palabra «el acertijo (el rompecabezas, la adivinanza, el pasatiempo)» en clase.","Tak, používám slovo „hlavolam“ ve větě.",ne
"acertar, 1.acierto",uhodnout,2625,"Casi nunca digo «acertar, 1.acierto» y todos entienden.","Poslouchej, dnes procvičuji slovo „uhodnout“.",ne
"acertar, 1.acierto",rozluštit,2626,"Claro, digo «acertar, 1.acierto» y todos entienden.",Konečně si dobře pamatuji slovo „rozluštit“.,ne
"acertar, 1.acierto",strefit se,2627,"Esta mañana digo «acertar, 1.acierto» y todos entienden.","Jasně, si dobře pamatuji slovo „strefit se“.",ne
"acertar, 1.acierto",zasáhnout,2628,"Ahora uso la palabra «acertar, 1.acierto» en una frase.",Někdy řeknu „zasáhnout“ a všichni rozumí.,ne
acertar en el blanco,trefit se do černého,2629,A veces recuerdo bien la palabra «acertar en el blanco».,Takže píšu „trefit se do černého“ do sešitu.,ne
la alfombra,koberec,2630,Por fin practico hoy la palabra «la alfombra».,Dnes ráno si dobře pamatuji slovo „koberec“.,ne
el aplauso,potlesk,2631,Casi nunca escribo «el aplauso» en mi cuaderno.,"Řekni, používám slovo „potlesk“ ve větě.",ne
arreglar,spravit,2632,Anoche digo «arreglar» y todos entienden.,Konečně používám slovo „spravit“ ve větě.,ne
arreglar,dát do pořádku,2633,"Oye, recuerdo bien la palabra «arreglar».",Dnes ráno používám slovo „dát do pořádku“ ve větě.,ne
arreglar,zařídit,2634,Siempre digo «arreglar» y todos entienden.,Vážně řeknu „zařídit“ a všichni rozumí.,ne
arreglar,vyřídit,2635,Casi nunca escucho la palabra «arreglar» en clase.,Dnes slyším slovo „vyřídit“ ve třídě.,ne
aspirar,vdechnout,2636,Siempre recuerdo bien la palabra «aspirar».,Najednou slyším slovo „vdechnout“ ve třídě.,ne
aspirar,luxovat,2637,Por fin digo «aspirar» y todos entienden.,Teď používám slovo „luxovat“ ve větě.,ne
la basura / el desecho,odpadky,2638,"Sabes, practico hoy la palabra «la basura / el desecho».",Někdy píšu „odpadky“ do sešitu.,ne
la basura / el desecho,šmejd,2639,"Oye, escribo «la basura / el desecho» en mi cuaderno.","Tak, dnes procvičuji slovo „šmejd“.",ne
la basura / el desecho,brak / odpad,2640,Pues uso la palabra «la basura / el desecho» en una frase.,Konečně píšu „brak / odpad“ do sešitu.,ne
la basura / el desecho,zbytek (průmyslový),2641,"Sabes, digo «la basura / el desecho» y todos entienden.",Teď si dobře pamatuji slovo „zbytek (průmyslový)“.,ne
el cubo / cubo de basura,krychle,2642,"Bueno, escucho la palabra «el cubo / cubo de basura» en clase.","Hele, slyším slovo „krychle“ ve třídě.",ne
el cubo / cubo de basura,kbelík / koš na odpadky,2643,Siempre escribo «el cubo / cubo de basura» en mi cuaderno.,"Jasně, používám slovo „kbelík / koš na odpadky“ ve větě.",ne
la cama,postel,2644,"Bueno, practico hoy la palabra «la cama».",Dnes ráno používám slovo „postel“ ve větě.,ne
cierto,jistý,2645,Por fin uso la palabra «cierto» en una frase.,Vždy používám slovo „jistý“ ve větě.,ne
cierto,určitý,2646,Siempre uso la palabra «cierto» en una frase.,"Tak, používám slovo „určitý“ ve větě.",ne
cocer / la cocina,vařit,2647,"Sabes, practico hoy la palabra «cocer / la cocina».",Takže slyším slovo „vařit“ ve třídě.,ne
cocer / la cocina,péct / kuchyně,2648,Ahora digo «cocer / la cocina» y todos entienden.,"Tak, používám slovo „péct / kuchyně“ ve větě.",ne
cocer / la cocina,sporák,2649,A veces escribo «cocer / la cocina» en mi cuaderno.,"Poslouchej, řeknu „sporák“ a všichni rozumí.",ne
"coger, 1.cojo, 2.coges",vzít,2650,"Hoy escribo «coger, 1.cojo, 2.coges» en mi cuaderno.",Konečně používám slovo „vzít“ ve větě.,ne
"coger, 1.cojo, 2.coges",chytit,2651,"Claro, escucho la palabra «coger, 1.cojo, 2.coges» en clase.","Víš, píšu „chytit“ do sešitu.",ne
"coger, 1.cojo, 2.coges",uchopit,2652,"Esta mañana recuerdo bien la palabra «coger, 1.cojo, 2.coges».",Skoro nikdy řeknu „uchopit“ a všichni rozumí.,ne
el catarro,rýma,2653,"Mira, recuerdo bien la palabra «el catarro».",Najednou řeknu „rýma“ a všichni rozumí.,ne
el catarro,nachlazení,2654,"Sabes, escribo «el catarro» en mi cuaderno.",Takže dnes procvičuji slovo „nachlazení“.,ne
el catarro,katar,2655,En serio practico hoy la palabra «el catarro».,Včera večer si dobře pamatuji slovo „katar“.,ne
el colchón,matrace,2656,Pues uso la palabra «el colchón» en una frase.,No si dobře pamatuji slovo „matrace“.,ne
como,jak,2657,Ahora recuerdo bien la palabra «como».,Dnes řeknu „jak“ a všichni rozumí.,ne
como,jako,2658,Pues digo «como» y todos entienden.,Skoro nikdy řeknu „jako“ a všichni rozumí.,ne
como,jakoby,2659,En serio recuerdo bien la palabra «como».,"Víš, řeknu „jakoby“ a všichni rozumí.",ne
como,jelikož,2660,"Dime, escucho la palabra «como» en clase.",Někdy řeknu „jelikož“ a všichni rozumí.,ne
como,protože (na začátku věty),2661,Hoy practico hoy la palabra «como».,Vždy si dobře pamatuji slovo „protože (na začátku věty)“.,ne
