Id,InfFR,Tense,Number,Person,Pronoun,Form,Sentence,SentenceT
v085-04,offrir,present,S,2,tu,offres,Tu offres une montre à Luc.,Ty daruješ hodinky Lucovi.
v085-05,offrir,present,S,2,tu,offres,Tu offres une écharpe à Julie.,Ty daruješ šálu Julii.
v085-06,offrir,present,S,2,tu,offres,Tu offres un vélo à un enfant.,Ty daruješ kolo dítěti.
v085-07,offrir,present,S,3,il,offre,Il offre du chocolat à un ami.,On daruje čokoládu kamarádovi.
v085-08,offrir,present,S,3,elle,offre,Elle offre un dessin au professeur.,Ona daruje kresbu učiteli.
v085-09,offrir,present,S,3,il,offre,Il offre une plante à une voisine.,On daruje rostlinu sousedce.
v085-10,offrir,present,P,1,nous,offrons,Nous offrons un livre à Paul.,My darujeme knihu Paulovi.
v085-11,offrir,present,P,1,nous,offrons,Nous offrons des fleurs à Marie.,My darujeme květiny Marii.
v085-12,offrir,present,P,1,nous,offrons,Nous offrons un jouet au bébé.,My darujeme hračku miminku.
v085-13,offrir,present,P,2,vous,offrez,Vous offrez une montre à Luc.,Vy darujete hodinky Lucovi.
v085-14,offrir,present,P,2,vous,offrez,Vous offrez une écharpe à Julie.,Vy darujete šálu Julii.
v085-15,offrir,present,P,2,vous,offrez,Vous offrez un vélo à un enfant.,Vy darujete kolo dítěti.
v085-16,offrir,present,P,3,ils,offrent,Ils offrent du chocolat à un ami.,Oni darují čokoládu kamarádovi.
v085-17,offrir,present,P,3,elles,offrent,Elles offrent un dessin au professeur.,Ony darují kresbu učiteli.
v085-18,offrir,present,P,3,ils,offrent,Ils offrent une plante à une voisine.,Oni darují rostlinu sousedce.
v086-01,apprendre,present,S,1,j',apprends,J'apprends le français.,Já se učím francouzsky.
v086-02,apprendre,present,S,1,j',apprends,J'apprends l'italien.,Já se učím italsky.
v086-03,apprendre,present,S,1,j',apprends,J'apprends l'anglais.,Já se učím anglicky.
v086-04,apprendre,present,S,2,tu,apprends,Tu apprends l'allemand.,Ty se učíš německy.
v086-05,apprendre,present,S,2,tu,apprends,Tu apprends l'espagnol.,Ty se učíš španělsky.
v086-06,apprendre,present,S,2,tu,apprends,Tu apprends le tchèque.,Ty se učíš česky.
v086-07,apprendre,present,S,3,il,apprend,Il apprend à lire.,On se učí číst.
v086-08,apprendre,present,S,3,elle,apprend,Elle apprend à écrire.,Ona se učí psát.
v086-09,apprendre,present,S,3,il,apprend,Il apprend à compter.,On se učí počítat.
v086-10,apprendre,present,P,1,nous,apprenons,Nous apprenons à nager.,My se učíme plavat.
v086-11,apprendre,present,P,1,nous,apprenons,Nous apprenons à cuisiner.,My se učíme vařit.
v086-12,apprendre,present,P,1,nous,apprenons,Nous apprenons à conduire.,My se učíme řídit.
v086-13,apprendre,present,P,2,vous,apprenez,Vous apprenez à chanter.,Vy se učíte zpívat.
v086-14,apprendre,present,P,2,vous,apprenez,Vous apprenez à danser.,Vy se učíte tančit.
v086-15,apprendre,present,P,2,vous,apprenez,Vous apprenez à dessiner.,Vy se učíte kreslit.
v086-16,apprendre,present,P,3,ils,apprennent,Ils apprennent une chanson.,Oni se učí písničku.
v086-17,apprendre,present,P,3,elles,apprennent,Elles apprennent un poème.,Ony se učí báseň.
v086-18,apprendre,present,P,3,ils,apprennent,Ils apprennent un nouveau mot.,Oni se učí nové slovo.
v087-01,tuer,present,S,1,je,tue,Je tue un moustique.,Já zabíjím komára.
v087-02,tuer,present,S,1,je,tue,Je tue une mouche.,Já zabíjím mouchu.
v087-03,tuer,present,S,1,je,tue,Je tue le temps avec un jeu.,Já zabíjím čas hrou.
v087-04,tuer,present,S,2,tu,tues,Tu tues un moustique.,Ty zabíjíš komára.
v087-05,tuer,present,S,2,tu,tues,Tu tues une mouche.,Ty zabíjíš mouchu.
v087-06,tuer,present,S,2,tu,tues,Tu tues le temps avec un jeu.,Ty zabíjíš čas hrou.
v087-07,tuer,present,S,3,il,tue,Il tue un moustique.,On zabíjí komára.
v087-08,tuer,present,S,3,elle,tue,Elle tue une mouche.,Ona zabíjí mouchu.
v087-09,tuer,present,S,3,il,tue,Il tue le temps avec un jeu.,On zabíjí čas hrou.
v087-10,tuer,present,P,1,nous,tuons,Nous tuons un moustique.,My zabíjíme komára.
v087-11,tuer,present,P,1,nous,tuons,Nous tuons une mouche.,My zabíjíme mouchu.
v087-12,tuer,present,P,1,nous,tuons,Nous tuons le temps avec un jeu.,My zabíjíme čas hrou.
v087-13,tuer,present,P,2,vous,tuez,Vous tuez un moustique.,Vy zabíjíte komára.
v087-14,tuer,present,P,2,vous,tuez,Vous tuez une mouche.,Vy zabíjíte mouchu.
v087-15,tuer,present,P,2,vous,tuez,Vous tuez le temps avec un jeu.,Vy zabíjíte čas hrou.
v087-16,tuer,present,P,3,ils,tuent,Ils tuent un moustique.,Oni zabíjejí komára.
v087-17,tuer,present,P,3,elles,tuent,Elles tuent une mouche.,Ony zabíjejí mouchu.
v087-18,tuer,present,P,3,ils,tuent,Ils tuent le temps avec un jeu.,Oni zabíjejí čas hrou.
v088-01,retourner,present,S,1,je,retourne,Je retourne à l'école.,Já se vracím do školy.
v088-02,retourner,present,S,1,je,retourne,Je retourne au travail.,Já se vracím do práce.
v088-03,retourner,present,S,1,je,retourne,Je retourne à la maison.,Já se vracím domů.
v088-04,retourner,present,S,2,tu,retournes,Tu retournes au parc.,Ty se vracíš do parku.
v088-05,retourner,present,S,2,tu,retournes,Tu retournes au jardin.,Ty se vracíš do zahrady.
v088-06,retourner,present,S,2,tu,retournes,Tu retournes à la gare.,Ty se vracíš na nádraží.
v088-07,retourner,present,S,3,il,retourne,Il retourne au magasin.,On se vrací do obchodu.
v088-08,retourner,present,S,3,elle,retourne,Elle retourne au marché.,Ona se vrací na trh.
v088-09,retourner,present,S,3,il,retourne,Il retourne au café.,On se vrací do kavárny.
v088-10,retourner,present,P,1,nous,retournons,Nous retournons à la plage.,My se vracíme na pláž.
v088-11,retourner,present,P,1,nous,retournons,Nous retournons au restaurant.,My se vracíme do restaurace.
v088-12,retourner,present,P,1,nous,retournons,Nous retournons au cinéma.,My se vracíme do kina.
v088-13,retourner,present,P,2,vous,retournez,Vous retournez dans la chambre.,Vy se vracíte do pokoje.
v088-14,retourner,present,P,2,vous,retournez,Vous retournez dans la cuisine.,Vy se vracíte do kuchyně.
v088-15,retourner,present,P,2,vous,retournez,Vous retournez au bureau.,Vy se vracíte do kanceláře.
v088-16,retourner,present,P,3,ils,retournent,Ils retournent à Paris.,Oni se vracejí do Paříže.
v088-17,retourner,present,P,3,elles,retournent,Elles retournent à Prague.,Ony se vracejí do Prahy.
v088-18,retourner,present,P,3,ils,retournent,Ils retournent à Rome.,Oni se vracejí do Říma.
v089-01,rencontrer,present,S,1,je,rencontre,Je rencontre Paul.,Já potkávám Paula.
v089-02,rencontrer,present,S,1,je,rencontre,Je rencontre Marie.,Já potkávám Marii.
v089-03,rencontrer,present,S,1,je,rencontre,Je rencontre Luc.,Já potkávám Luca.
v089-04,rencontrer,present,S,2,tu,rencontres,Tu rencontres un ami.,Ty potkáváš kamaráda.
v089-05,rencontrer,present,S,2,tu,rencontres,Tu rencontres une amie.,Ty potkáváš kamarádku.
v089-06,rencontrer,present,S,2,tu,rencontres,Tu rencontres un voisin.,Ty potkáváš souseda.
v089-07,rencontrer,present,S,3,il,rencontre,Il rencontre une voisine.,On potkává sousedku.
v089-08,rencontrer,present,S,3,elle,rencontre,Elle rencontre le professeur.,Ona potkává učitele.
v089-09,rencontrer,present,S,3,il,rencontre,Il rencontre le médecin.,On potkává lékaře.
v089-10,rencontrer,present,P,1,nous,rencontrons,Nous rencontrons un guide.,My potkáváme průvodce.
v089-11,rencontrer,present,P,1,nous,rencontrons,Nous rencontrons un musicien.,My potkáváme hudebníka.
v089-12,rencontrer,present,P,1,nous,rencontrons,Nous rencontrons une chanteuse.,My potkáváme zpěvačku.
v089-13,rencontrer,present,P,2,vous,rencontrez,Vous rencontrez un collègue.,Vy potkáváte kolegu.
v089-14,rencontrer,present,P,2,vous,rencontrez,Vous rencontrez une collègue.,Vy potkáváte kolegyni.
v089-15,rencontrer,present,P,2,vous,rencontrez,Vous rencontrez un ancien ami.,Vy potkáváte starého kamaráda.
v089-16,rencontrer,present,P,3,ils,rencontrent,Ils rencontrent des touristes.,Oni potkávají turisty.
v089-17,rencontrer,present,P,3,elles,rencontrent,Elles rencontrent des étudiants.,Ony potkávají studenty.
v089-18,rencontrer,present,P,3,ils,rencontrent,Ils rencontrent des enfants.,Oni potkávají děti.
v090-01,envoyer,present,S,1,j',envoie,J'envoie une lettre.,Já posílám dopis.
v090-02,envoyer,present,S,1,j',envoie,J'envoie un message.,Já posílám zprávu.
v090-03,envoyer,present,S,1,j',envoie,J'envoie une carte.,Já posílám pohlednici.
v090-04,envoyer,present,S,2,tu,envoies,Tu envoies un colis.,Ty posíláš balík.
v090-05,envoyer,present,S,2,tu,envoies,Tu envoies un cadeau.,Ty posíláš dárek.
v090-06,envoyer,present,S,2,tu,envoies,Tu envoies des fleurs.,Ty posíláš květiny.
v090-07,envoyer,present,S,3,il,envoie,Il envoie une photo.,On posílá fotografii.
v090-08,envoyer,present,S,3,elle,envoie,Elle envoie un dessin.,Ona posílá kresbu.
v090-09,envoyer,present,S,3,il,envoie,Il envoie un livre.,On posílá knihu.
v090-10,envoyer,present,P,1,nous,envoyons,Nous envoyons une réponse.,My posíláme odpověď.
v090-11,envoyer,present,P,1,nous,envoyons,Nous envoyons une invitation.,My posíláme pozvánku.
v090-12,envoyer,present,P,1,nous,envoyons,Nous envoyons une liste.,My posíláme seznam.
v090-13,envoyer,present,P,2,vous,envoyez,Vous envoyez de l'argent.,Vy posíláte peníze.
v090-14,envoyer,present,P,2,vous,envoyez,Vous envoyez un billet.,Vy posíláte lístek.
v090-15,envoyer,present,P,2,vous,envoyez,Vous envoyez une recette.,Vy posíláte recept.
v090-16,envoyer,present,P,3,ils,envoient,Ils envoient un document.,Oni posílají dokument.
v090-17,envoyer,present,P,3,elles,envoient,Elles envoient une facture.,Ony posílají fakturu.
v090-18,envoyer,present,P,3,ils,envoient,Ils envoient un petit mot.,Oni posílají krátký vzkaz.
v091-01,dormir,present,S,1,je,dors,Je dors à la maison.,Já spím doma.
v091-02,dormir,present,S,1,je,dors,Je dors à l'hôtel.,Já spím v hotelu.
v091-03,dormir,present,S,1,je,dors,Je dors dans une tente.,Já spím ve stanu.
v091-04,dormir,present,S,2,tu,dors,Tu dors dans un lit.,Ty spíš v posteli.
v091-05,dormir,present,S,2,tu,dors,Tu dors sur le canapé.,Ty spíš na pohovce.
v091-06,dormir,present,S,2,tu,dors,Tu dors dans la chambre.,Ty spíš v pokoji.
v091-07,dormir,present,S,3,il,dort,Il dort près de la fenêtre.,On spí blízko okna.
v091-08,dormir,present,S,3,elle,dort,Elle dort dans le train.,Ona spí ve vlaku.
v091-09,dormir,present,S,3,il,dort,Il dort dans le bus.,On spí v autobuse.
v091-10,dormir,present,P,1,nous,dormons,Nous dormons bien.,My spíme dobře.
v091-11,dormir,present,P,1,nous,dormons,Nous dormons mal.,My spíme špatně.
v091-12,dormir,present,P,1,nous,dormons,Nous dormons profondément.,My spíme hluboce.
v091-13,dormir,present,P,2,vous,dormez,Vous dormez huit heures.,Vy spíte osm hodin.
v091-14,dormir,present,P,2,vous,dormez,Vous dormez six heures.,Vy spíte šest hodin.
v091-15,dormir,present,P,2,vous,dormez,Vous dormez une heure.,Vy spíte hodinu.
v091-16,dormir,present,P,3,ils,dorment,Ils dorment avec une couverture.,Oni spí s dekou.
v091-17,dormir,present,P,3,elles,dorment,Elles dorment la nuit.,Ony spí v noci.
v091-18,dormir,present,P,3,ils,dorment,Ils dorment après le repas.,Oni spí po jídle.
v092-01,pousser,present,S,1,je,pousse,Je pousse la porte.,Já tlačím dveře.
v092-02,pousser,present,S,1,je,pousse,Je pousse la voiture.,Já tlačím auto.
v092-03,pousser,present,S,1,je,pousse,Je pousse le vélo.,Já tlačím kolo.
v092-04,pousser,present,S,2,tu,pousses,Tu pousses un chariot.,Ty tlačíš vozík.
v092-05,pousser,present,S,2,tu,pousses,Tu pousses une poussette.,Ty tlačíš kočárek.
v092-06,pousser,present,S,2,tu,pousses,Tu pousses une chaise.,Ty tlačíš židli.
v092-07,pousser,present,S,3,il,pousse,Il pousse une table.,On tlačí stůl.
v092-08,pousser,present,S,3,elle,pousse,Elle pousse une boîte.,Ona tlačí krabici.
v092-09,pousser,present,S,3,il,pousse,Il pousse un petit bateau.,On tlačí malou loď.
v092-10,pousser,present,P,1,nous,poussons,Nous poussons la porte.,My tlačíme dveře.
v092-11,pousser,present,P,1,nous,poussons,Nous poussons la voiture.,My tlačíme auto.
v092-12,pousser,present,P,1,nous,poussons,Nous poussons le vélo.,My tlačíme kolo.
v092-13,pousser,present,P,2,vous,poussez,Vous poussez un chariot.,Vy tlačíte vozík.
v092-14,pousser,present,P,2,vous,poussez,Vous poussez une poussette.,Vy tlačíte kočárek.
v092-15,pousser,present,P,2,vous,poussez,Vous poussez une chaise.,Vy tlačíte židli.
v092-16,pousser,present,P,3,ils,poussent,Ils poussent une table.,Oni tlačí stůl.
v092-17,pousser,present,P,3,elles,poussent,Elles poussent une boîte.,Ony tlačí krabici.
v092-18,pousser,present,P,3,ils,poussent,Ils poussent un petit bateau.,Oni tlačí malou loď.
v093-01,rappeler,present,S,1,je,rappelle,Je rappelle Paul.,Já znovu volám Paulovi.
v093-02,rappeler,present,S,1,je,rappelle,Je rappelle Marie.,Já znovu volám Marii.
v093-03,rappeler,present,S,1,je,rappelle,Je rappelle Luc.,Já znovu volám Lucovi.
v093-04,rappeler,present,S,2,tu,rappelles,Tu rappelles le médecin.,Ty znovu voláš lékaři.
v093-05,rappeler,present,S,2,tu,rappelles,Tu rappelles le professeur.,Ty znovu voláš učiteli.
v093-06,rappeler,present,S,2,tu,rappelles,Tu rappelles un ami.,Ty znovu voláš kamarádovi.
v093-07,rappeler,present,S,3,il,rappelle,Il rappelle une amie.,On znovu volá kamarádce.
v093-08,rappeler,present,S,3,elle,rappelle,Elle rappelle un voisin.,Ona znovu volá sousedovi.
v093-09,rappeler,present,S,3,il,rappelle,Il rappelle une voisine.,On znovu volá sousedce.
v093-10,rappeler,present,P,1,nous,rappelons,Nous rappelons Paul.,My znovu voláme Paulovi.
v093-11,rappeler,present,P,1,nous,rappelons,Nous rappelons Marie.,My znovu voláme Marii.
v093-12,rappeler,present,P,1,nous,rappelons,Nous rappelons Luc.,My znovu voláme Lucovi.
v093-13,rappeler,present,P,2,vous,rappelez,Vous rappelez le médecin.,Vy znovu voláte lékaři.
v093-14,rappeler,present,P,2,vous,rappelez,Vous rappelez le professeur.,Vy znovu voláte učiteli.
v093-15,rappeler,present,P,2,vous,rappelez,Vous rappelez un ami.,Vy znovu voláte kamarádovi.
v093-16,rappeler,present,P,3,ils,rappellent,Ils rappellent une amie.,Oni znovu volají kamarádce.
v093-17,rappeler,present,P,3,elles,rappellent,Elles rappellent un voisin.,Ony znovu volají sousedovi.
v093-18,rappeler,present,P,3,ils,rappellent,Ils rappellent une voisine.,Oni znovu volají sousedce.
v094-01,lire,present,S,1,je,lis,Je lis un livre.,Já čtu knihu.
v094-02,lire,present,S,1,je,lis,Je lis un journal.,Já čtu noviny.
v094-03,lire,present,S,1,je,lis,Je lis un magazine.,Já čtu časopis.
v094-04,lire,present,S,2,tu,lis,Tu lis une lettre.,Ty čteš dopis.
v094-05,lire,present,S,2,tu,lis,Tu lis un message.,Ty čteš zprávu.
v094-06,lire,present,S,2,tu,lis,Tu lis une carte.,Ty čteš pohlednici.
v094-07,lire,present,S,3,il,lit,Il lit une histoire.,On čte příběh.
v094-08,lire,present,S,3,elle,lit,Elle lit un poème.,Ona čte báseň.
v094-09,lire,present,S,3,il,lit,Il lit un conte.,On čte pohádku.
v094-10,lire,present,P,1,nous,lisons,Nous lisons une phrase.,My čteme větu.
v094-11,lire,present,P,1,nous,lisons,Nous lisons un mot.,My čteme slovo.
v094-12,lire,present,P,1,nous,lisons,Nous lisons une question.,My čteme otázku.
v094-13,lire,present,P,2,vous,lisez,Vous lisez une réponse.,Vy čtete odpověď.
v094-14,lire,present,P,2,vous,lisez,Vous lisez une liste.,Vy čtete seznam.
v094-15,lire,present,P,2,vous,lisez,Vous lisez une recette.,Vy čtete recept.
v094-16,lire,present,P,3,ils,lisent,Ils lisent le menu.,Oni čtou jídelní lístek.
v094-17,lire,present,P,3,elles,lisent,Elles lisent un article.,Ony čtou článek.
v094-18,lire,present,P,3,ils,lisent,Ils lisent un texte court.,Oni čtou krátký text.
v095-01,changer,present,S,1,je,change,Je change de place.,Já měním místo.
v095-02,changer,present,S,1,je,change,Je change de travail.,Já měním práci.
v095-03,changer,present,S,1,je,change,Je change de voiture.,Já měním auto.
v095-04,changer,present,S,2,tu,changes,Tu changes de train.,Ty měníš vlak.
v095-05,changer,present,S,2,tu,changes,Tu changes de chambre.,Ty měníš pokoj.
v095-06,changer,present,S,2,tu,changes,Tu changes de vêtements.,Ty měníš oblečení.
v095-07,changer,present,S,3,il,change,Il change de chaussures.,On mění boty.
v095-08,changer,present,S,3,elle,change,Elle change de chemise.,Ona mění košili.
v095-09,changer,present,S,3,il,change,Il change de téléphone.,On mění telefon.
v095-10,changer,present,P,1,nous,changeons,Nous changeons la date.,My měníme datum.
v095-11,changer,present,P,1,nous,changeons,Nous changeons l'heure.,My měníme čas.
v095-12,changer,present,P,1,nous,changeons,Nous changeons le programme.,My měníme program.
v095-13,changer,present,P,2,vous,changez,Vous changez la couleur.,Vy měníte barvu.
v095-14,changer,present,P,2,vous,changez,Vous changez le prix.,Vy měníte cenu.
v095-15,changer,present,P,2,vous,changez,Vous changez le nom.,Vy měníte jméno.
v095-16,changer,present,P,3,ils,changent,Ils changent d'avis.,Oni mění názor.
v095-17,changer,present,P,3,elles,changent,Elles changent de sujet.,Ony mění téma.
v095-18,changer,present,P,3,ils,changent,Ils changent de direction.,Oni mění směr.
v096-01,essayer,present,S,1,j',essaie,J'essaie une chemise.,Já zkouším košili.
v096-02,essayer,present,S,1,j',essaie,J'essaie un pantalon.,Já zkouším kalhoty.
v096-03,essayer,present,S,1,j',essaie,J'essaie un pull.,Já zkouším svetr.
v096-04,essayer,present,S,2,tu,essaies,Tu essaies une veste.,Ty zkoušíš bundu.
v096-05,essayer,present,S,2,tu,essaies,Tu essaies un manteau.,Ty zkoušíš kabát.
v096-06,essayer,present,S,2,tu,essaies,Tu essaies un chapeau.,Ty zkoušíš klobouk.
v096-07,essayer,present,S,3,il,essaie,Il essaie des chaussures.,On zkouší boty.
v096-08,essayer,present,S,3,elle,essaie,Elle essaie des lunettes.,Ona zkouší brýle.
v096-09,essayer,present,S,3,il,essaie,Il essaie des gants.,On zkouší rukavice.
v096-10,essayer,present,P,1,nous,essayons,Nous essayons une nouvelle recette.,My zkoušíme nový recept.
v096-11,essayer,present,P,1,nous,essayons,Nous essayons un nouveau jeu.,My zkoušíme novou hru.
v096-12,essayer,present,P,1,nous,essayons,Nous essayons un nouveau vélo.,My zkoušíme nové kolo.
v096-13,essayer,present,P,2,vous,essayez,Vous essayez de lire en français.,Vy zkoušíte číst francouzsky.
v096-14,essayer,present,P,2,vous,essayez,Vous essayez de parler italien.,Vy zkoušíte mluvit italsky.
v096-15,essayer,present,P,2,vous,essayez,Vous essayez de chanter.,Vy zkoušíte zpívat.
v096-16,essayer,present,P,3,ils,essaient,Ils essaient de cuisiner.,Oni zkoušejí vařit.
v096-17,essayer,present,P,3,elles,essaient,Elles essaient d'ouvrir la boîte.,Ony zkoušejí otevřít krabici.
v096-18,essayer,present,P,3,ils,essaient,Ils essaient de comprendre.,Oni zkoušejí porozumět.
v097-01,compter,present,S,1,je,compte,Je compte les enfants.,Já počítám děti.
v097-02,compter,present,S,1,je,compte,Je compte les élèves.,Já počítám žáky.
v097-03,compter,present,S,1,je,compte,Je compte les invités.,Já počítám hosty.
v097-04,compter,present,S,2,tu,comptes,Tu comptes les livres.,Ty počítáš knihy.
v097-05,compter,present,S,2,tu,comptes,Tu comptes les pages.,Ty počítáš stránky.
v097-06,compter,present,S,2,tu,comptes,Tu comptes les mots.,Ty počítáš slova.
v097-07,compter,present,S,3,il,compte,Il compte les pommes.,On počítá jablka.
v097-08,compter,present,S,3,elle,compte,Elle compte les œufs.,Ona počítá vejce.
v097-09,compter,present,S,3,il,compte,Il compte les assiettes.,On počítá talíře.
v097-10,compter,present,P,1,nous,comptons,Nous comptons les chaises.,My počítáme židle.
v097-11,compter,present,P,1,nous,comptons,Nous comptons les tables.,My počítáme stoly.
v097-12,compter,present,P,1,nous,comptons,Nous comptons les fenêtres.,My počítáme okna.
v097-13,compter,present,P,2,vous,comptez,Vous comptez les pièces.,Vy počítáte mince.
v097-14,compter,present,P,2,vous,comptez,Vous comptez les billets.,Vy počítáte bankovky.
v097-15,compter,present,P,2,vous,comptez,Vous comptez les points.,Vy počítáte body.
v097-16,compter,present,P,3,ils,comptent,Ils comptent les jours.,Oni počítají dny.
v097-17,compter,present,P,3,elles,comptent,Elles comptent les heures.,Ony počítají hodiny.
v097-18,compter,present,P,3,ils,comptent,Ils comptent les minutes.,Oni počítají minuty.
v098-01,occuper,present,S,1,j',occupe,J'occupe une chambre.,Já zabírám pokoj.
v098-02,occuper,present,S,1,j',occupe,J'occupe un appartement.,Já zabírám byt.
v098-03,occuper,present,S,1,j',occupe,J'occupe une maison.,Já zabírám dům.
v098-04,occuper,present,S,2,tu,occupes,Tu occupes une place.,Ty zabíráš místo.
v098-05,occuper,present,S,2,tu,occupes,Tu occupes une chaise.,Ty zabíráš židli.
v098-06,occuper,present,S,2,tu,occupes,Tu occupes un banc.,Ty zabíráš lavičku.
v098-07,occuper,present,S,3,il,occupe,Il occupe une table.,On zabírá stůl.
v098-08,occuper,present,S,3,elle,occupe,Elle occupe un bureau.,Ona zabírá kancelář.
v098-09,occuper,present,S,3,il,occupe,Il occupe un étage.,On zabírá patro.
v098-10,occuper,present,P,1,nous,occupons,Nous occupons une chambre.,My zabíráme pokoj.
v098-11,occuper,present,P,1,nous,occupons,Nous occupons un appartement.,My zabíráme byt.
v098-12,occuper,present,P,1,nous,occupons,Nous occupons une maison.,My zabíráme dům.
v098-13,occuper,present,P,2,vous,occupez,Vous occupez une place.,Vy zabíráte místo.
v098-14,occuper,present,P,2,vous,occupez,Vous occupez une chaise.,Vy zabíráte židli.
v098-15,occuper,present,P,2,vous,occupez,Vous occupez un banc.,Vy zabíráte lavičku.
v098-16,occuper,present,P,3,ils,occupent,Ils occupent une table.,Oni zabírají stůl.
v098-17,occuper,present,P,3,elles,occupent,Elles occupent un bureau.,Ony zabírají kancelář.
v098-18,occuper,present,P,3,ils,occupent,Ils occupent un étage.,Oni zabírají patro.
v099-01,expliquer,present,S,1,j',explique,J'explique la règle.,Já vysvětluji pravidlo.
v099-02,expliquer,present,S,1,j',explique,J'explique le jeu.,Já vysvětluji hru.
v099-03,expliquer,present,S,1,j',explique,J'explique l'exercice.,Já vysvětluji cvičení.
v099-04,expliquer,present,S,2,tu,expliques,Tu expliques la leçon.,Ty vysvětluješ lekci.
v099-05,expliquer,present,S,2,tu,expliques,Tu expliques la question.,Ty vysvětluješ otázku.
v099-06,expliquer,present,S,2,tu,expliques,Tu expliques la réponse.,Ty vysvětluješ odpověď.
v099-07,expliquer,present,S,3,il,explique,Il explique ce mot.,On vysvětluje toto slovo.
v099-08,expliquer,present,S,3,elle,explique,Elle explique cette phrase.,Ona vysvětluje tuto větu.
v099-09,expliquer,present,S,3,il,explique,Il explique ce texte.,On vysvětluje tento text.
v099-10,expliquer,present,P,1,nous,expliquons,Nous expliquons le problème.,My vysvětlujeme problém.
v099-11,expliquer,present,P,1,nous,expliquons,Nous expliquons la solution.,My vysvětlujeme řešení.
v099-12,expliquer,present,P,1,nous,expliquons,Nous expliquons la situation.,My vysvětlujeme situaci.
v099-13,expliquer,present,P,2,vous,expliquez,Vous expliquez la recette.,Vy vysvětlujete recept.
v099-14,expliquer,present,P,2,vous,expliquez,Vous expliquez le programme.,Vy vysvětlujete program.
v099-15,expliquer,present,P,2,vous,expliquez,Vous expliquez le plan.,Vy vysvětlujete plán.
v099-16,expliquer,present,P,3,ils,expliquent,Ils expliquent le chemin.,Oni vysvětlují cestu.
v099-17,expliquer,present,P,3,elles,expliquent,Elles expliquent une idée.,Ony vysvětlují myšlenku.
v099-18,expliquer,present,P,3,ils,expliquent,Ils expliquent une erreur.,Oni vysvětlují chybu.
v100-01,frapper,present,S,1,je,frappe,Je frappe à la porte.,Já klepu na dveře.
v100-02,frapper,present,S,1,je,frappe,Je frappe à la fenêtre.,Já klepu na okno.
v100-03,frapper,present,S,1,je,frappe,Je frappe sur la table.,Já klepu na stůl.
v100-04,frapper,present,S,2,tu,frappes,Tu frappes à la porte du bureau.,Ty klepeš na dveře kanceláře.
v100-05,frapper,present,S,2,tu,frappes,Tu frappes à la porte de la chambre.,Ty klepeš na dveře pokoje.
v100-06,frapper,present,S,2,tu,frappes,Tu frappes à la porte de la cuisine.,Ty klepeš na dveře kuchyně.
v100-07,frapper,present,S,3,il,frappe,Il frappe à la porte de Paul.,On klepe na Paulovy dveře.
v100-08,frapper,present,S,3,elle,frappe,Elle frappe à la porte de Marie.,Ona klepe na Mariiny dveře.
v100-09,frapper,present,S,3,il,frappe,Il frappe à la porte du voisin.,On klepe na sousedovy dveře.
v100-10,frapper,present,P,1,nous,frappons,Nous frappons à la porte.,My klepeme na dveře.
v100-11,frapper,present,P,1,nous,frappons,Nous frappons à la fenêtre.,My klepeme na okno.
v100-12,frapper,present,P,1,nous,frappons,Nous frappons sur la table.,My klepeme na stůl.
v100-13,frapper,present,P,2,vous,frappez,Vous frappez à la porte du bureau.,Vy klepete na dveře kanceláře.
v100-14,frapper,present,P,2,vous,frappez,Vous frappez à la porte de la chambre.,Vy klepete na dveře pokoje.
v100-15,frapper,present,P,2,vous,frappez,Vous frappez à la porte de la cuisine.,Vy klepete na dveře kuchyně.
v100-16,frapper,present,P,3,ils,frappent,Ils frappent à la porte de Paul.,Oni klepou na Paulovy dveře.
v100-17,frapper,present,P,3,elles,frappent,Elles frappent à la porte de Marie.,Ony klepou na Mariiny dveře.
v100-18,frapper,present,P,3,ils,frappent,Ils frappent à la porte du voisin.,Oni klepou na sousedovy dveře.
v101-01,vendre,present,S,1,je,vends,Je vends du pain.,Já prodávám chléb.
v101-02,vendre,present,S,1,je,vends,Je vends des pommes.,Já prodávám jablka.
v101-03,vendre,present,S,1,je,vends,Je vends un vélo.,Já prodávám kolo.
v101-04,vendre,present,S,2,tu,vends,Tu vends du pain.,Ty prodáváš chléb.
v101-05,vendre,present,S,2,tu,vends,Tu vends des pommes.,Ty prodáváš jablka.
v101-06,vendre,present,S,2,tu,vends,Tu vends un vélo.,Ty prodáváš kolo.
v101-07,vendre,present,S,3,il,vend,Il vend du pain.,On prodává chléb.
v101-08,vendre,present,S,3,il,vend,Il vend des pommes.,On prodává jablka.
v101-09,vendre,present,S,3,il,vend,Il vend un vélo.,On prodává kolo.
v101-10,vendre,present,P,1,nous,vendons,Nous vendons du pain.,My prodáváme chléb.
v101-11,vendre,present,P,1,nous,vendons,Nous vendons des pommes.,My prodáváme jablka.
v101-12,vendre,present,P,1,nous,vendons,Nous vendons un vélo.,My prodáváme kolo.
v101-13,vendre,present,P,2,vous,vendez,Vous vendez du pain.,Vy prodáváte chléb.
v101-14,vendre,present,P,2,vous,vendez,Vous vendez des pommes.,Vy prodáváte jablka.
v101-15,vendre,present,P,2,vous,vendez,Vous vendez un vélo.,Vy prodáváte kolo.
v101-16,vendre,present,P,3,ils,vendent,Ils vendent du pain.,Oni prodávají chléb.
