ES,CZ,Order
almacenar / el almacén, el depósito,uskladnit / sklad,4327
el tamaño,velikost,4328
el tamaño,rozměr,4329
unir (juntar),spojit,4330
unir (juntar),sloučit,4331
el usuario,uživatel,4332
el usuario,uživatelský,4333
la vía / por vía / por vía aérea / por vía intravenosa,cesta,4334
la vía / por vía / por vía aérea / por vía intravenosa,trať / způsobem / letecky / nitrožilně,4335
el volcán,sopka,4336
el tianguis,burza,4337
el tianguis,trh,4338
hispanohablante,španělsky mluvící,4339
la región,oblast,4340
la región,kraj,4341
el anhelo (el deseo),touha,4342
el anhelo (el deseo),tužba,4343
el anhelo (el deseo),vroucí přání,4344
congelar,zmrazit,4345
congelar,zamrazit,4346
congelar,zmrznout,4347
congelar,omrznout,4348
la mierda / de mierda,hovno,4349
la mierda / de mierda,sračka,4350
la mierda / de mierda,hnus / zasraný,4351
la mierda / de mierda,zkurvený,4352
¡Puta mierda ! / mandar a la mierda,Do hajzlu! / poslat do řiti,4353
Es una mierda.,Stojí to za prd/hovno.,4354
el surtido,výběr,4355
el surtido,sortiment,4356
el surtido,rozličný,4357
el surtido,rozmanitý,4358
el embutido / embutido,uzenina,4359
el embutido / embutido,salám / nacpaný,4360
el embutido / embutido,naplněný,4361
el embutido / embutido,vložený,4362
Surtido de embutidos varios,Studená mísa,4363
filete de ternera,telecí plátek,4364
la ternera,telecí maso,4365
el riñón,ledvina,4366
el riñón,bedra,4367
el riñón,kříž,4368
el rape,mořský ďas,4369
el rape,nedbalé oholení,4370
el rape,krátký sestřih,4371
el mejillón,slávka jedlá,4372
Dorada a la sal,Pražma v soli,4373
Cabrito de Burgos al horno,Burgonské pečené kůzle,4374
Flan casero con nata,Domácí karamelový puding se šlehačkou,4375
el flan (las natillas),puding,4376
la nata / montar la nata,smetana,4377
la nata / montar la nata,šlehačka,4378
la nata / montar la nata,facka / šlehat smetanu,4379
huy,jé (překvapení,4380
huy,údiv),4381
el pronóstico (del tiempo),prognóza,4382
el pronóstico (del tiempo),předpověď (počasí),4383
adrede / hacer adrede,schválně,4384
adrede / hacer adrede,úmyslně / udělat naschvál,4385
agradable / desagradable,příjemný,4386
agradable / desagradable,milý,4387
agradable / desagradable,laskavý / nepříjemný,4388
agradable / desagradable,nemilý,4389
agradable / desagradable,nelibý,4390
alcanzar,dosáhnout,4391
alcanzar,dostihnout,4392
alcanzar,stačit,4393
alcanzar,vystačit,4394
el andén,nástupiště,4395
el asiento / del pasillo / de la ventanilla,místo,4396
el asiento / del pasillo / de la ventanilla,sedadlo,4397
el asiento / del pasillo / de la ventanilla,sedačka / v uličce / u okna,4398
el avión,letadlo,4399
averiguar,zjistit,4400
averiguar,vyzkoumat,4401
averiguar,přijít na co,4402
la demora,zdržení,4403
el destino,cíl,4404
el destino,místo určení,4405
poner el despertador,nařídit budík,4406
encargar a alguien de alg / encargarse de alg,pověřit,4407
encargar a alguien de alg / encargarse de alg,dát na starosti komu co / vzít si na starost koho co,4408
incluir, 1.incluyo en,připojit,4409
incluir, 1.incluyo en,přiložit,4410
incluir, 1.incluyo en,obsahovat,4411
incluir, 1.incluyo en,zahrnovat,4412
el lujo,přepych,4413
el lujo,luxus,4414
el parador nacional de turismo,historický objekt sloužící k ubytování,4415
el patrimonio,národní dědictví,4416
el patrimonio,majetek,4417
el patrimonio,jmění,4418
la mochila / mochilero,batoh,4419
la mochila / mochilero,ruksak / batůžkář,4420
el palacio,palác,4421
el palacio,zámek,4422
el pasaporte,pas,4423
la pensión,penzión,4424
la pensión,důchod,4425
la pensión,penze,4426
la pensión,typ stravování,4427
media pensión, pensión completa,polopenze,4428
media pensión, pensión completa,plná penze,4429
perder el tren,zmeškat vlak,4430
perdonar,prominout,4431
perdonar,odpustit,4432
preocuparse (por, de),dělat si starosti o,4433
el régimen (de comidas),režim,4434
el régimen (de comidas),řád,4435
el régimen (de comidas),systém,4436
el régimen (de comidas),dieta (typ stravy),4437
repartir (se),rozdělit (si),4438
resuelto,rozhodnutý,4439
resuelto,rozhodnuto,4440
resuelto,vyřešený,4441
temer a alg / temer por / temor = strach,bát se (obávat se) čeho / bát se o někoho,4442
temer al futuro / a la oscuridad,bát se budoucnosti / tmy,4443
todo incluido,plná penze,4444
el trayecto,cesta,4445
el trayecto,vzdálenost,4446
el turismo / agencia de viajes,cestovní ruch / cestovní kancelář,4447
vagabundo,toulavý,4448
vagabundo,potulný,4449
vagabundo,vandrák,4450
el vagón restaurante,jídelní vůz,4451
ventajoso / desventajoso,výhodný,4452
ventajoso / desventajoso,prospěšný,4453
ventajoso / desventajoso,užitečný / nevýhodný,4454
atrasarse / el vuelo atrasado, directo,zpožďovat se / let zpožděný,4455
atrasarse / el vuelo atrasado, directo,přímý,4456
la canasta,košík,4457
la canasta,koš,4458
la canasta,kanasta,4459
completo,plně obsazený,4460
completo,celý,4461
completo,kompletní,4462
viajar por su cuenta,cestovat na vlastní pěst,4463
la araña,pavouk,4464
el alacrán,štír,4465
el alacrán,škorpion,4466
el accidente de tráfico,dopravní nehoda,4467
frenar,zabrzdit,4468
frenar,zbrzdit,4469
frenar,zmírnit,4470
fiestero,milující oslavy,4471
fiestero,večírky,4472
el avance,pokrok,4473
el avance,postup,4474
el avance,zlepšení,4475
anterior / posterior,dřívější,4476
anterior / posterior,minulý,4477
anterior / posterior,předchozí,4478
anterior / posterior,přední / pozdější,4479
anterior / posterior,zadní,4480
el/la rehén,rukojmí,4481
asegurar,upevnit,4482
asegurar,připevnit,4483
asegurar,ujistit,4484
asegurar,ubezpečit,4485
uno tras otro,jeden za druhým,4486
uno tras otro,po řadě,4487
la confusión,zmatek,4488
la confusión,chaos,4489
la confusión,nedorozumění,4490
el detalle,detail,4491
atroz / la atrocidad,hrozný,4492
atroz / la atrocidad,strašný,4493
atroz / la atrocidad,krutý / krutost,4494
atroz / la atrocidad,zvěrstvo,4495
atroz / la atrocidad,hrůzný čin,4496
el eclipse de Luna / eclipse solar,zatmění Měsíce / zatmění Slunce,4497
propiciar,umožnit,4498
propiciar,napomáhat,4499
propiciar,sponzorovat,4500
la prudencia / prudente,uvážlivost,4501
la prudencia / prudente,moudrost,4502
la prudencia / prudente,prozíravost / uvážlivý,4503
la prudencia / prudente,rozumný,4504
obviamente,očividně,4505
obviamente,jasně,4506
obviamente,zřetelně,4507
la ciencia,věda,4508
la ciencia,vědění,4509
la ciencia,nauka,4510
sumar (se) (sumar peras y/con manzanas),sčítat,4511
sumar (se) (sumar peras y/con manzanas),připočíst,4512
sumar (se) (sumar peras y/con manzanas),dosáhnout,4513
sumar (se) (sumar peras y/con manzanas),přidat se,4514
sumar (se) (sumar peras y/con manzanas),připojit se,4515
la adversidad,něpřízeň,4516
la adversidad,neštěstí,4517
la adversidad,potíže,4518
la infancia,dětství,4519
la pérdida,ztráta,4520
la pérdida,újma,4521
la pérdida,škoda,4522
la aparición,objevení se,4523
la aparición,zjevení se,4524
la aparición,vznik,4525
sano,zdravý,4526
sano,nepoškozený,4527
la salamandra,mlok,4528
anfibio,obojživelník,4529
anfibio,obojživelný,4530
cometer,dopustit se (chyby),4531
cometer,spáchat (zločin),4532
cometer suicidio / un error / una tontería,spáchat sebevraždu / dopustit se chyby / provést hloupost,4533
el cazador / la caza (cacería = lov, hon),lovec,4534
el cazador / la caza (cacería = lov, hon),lovecký / lov,4535
el cazador / la caza (cacería = lov, hon),hon,4536
el cazador / la caza (cacería = lov, hon),stíhačka,4537
temible,obávaný,4538
temible,hrůzostrašný,4539
temible,hrozný,4540
el cocodrilo,krokodýl,4541
el veneno,jed,4542
enemigo,nepřítel,4543
enemigo,odpůrce,4544
enemigo,protivník,4545
distinto,odlišný,4546
distinto,rozdílný,4547
distinto,jiný,4548
alterar,změnit,4549
alterar,pozměnit,4550
alterar,narušit,4551
alterar,zneklidnit,4552
el musgo,mech,4553
el helecho,kapradina,4554
la alga,vodní řasy,4555
la cianobacteria,sinice,4556
la sustancia,látka,4557
la sustancia,hmota,4558
la sustancia,substance,4559
refugiar,poskytnout / najít si útočiště,4560
refugiar,schovat se,4561
la fosa,hrob,4562
la fosa,dutina,4563
la fosa,jamka,4564
el azufre,síra,4565
el oxígeno / el hidrógeno,kyslík,4566
el oxígeno / el hidrógeno,čerstvý vzduch / vodík,4567
el hierro / el cinc,železo / zinek,4568
salvaje,divoký,4569
salvaje,planý,4570
(el) complejo,(komplex),4571
(el) complejo,komplexní,4572
(el) complejo,složitý,4573
a pesar de / pese a,navzdory,4574
a pesar de / pese a,přestože,4575
la ola / la onda / ondear,vlna / vlnit se,4576
el objeto,objekt,4577
el objeto,předmět,4578
el objeto,věc,4579
la garra, la zarpa / zarpazo,pracka,4580
la garra, la zarpa / zarpazo,dráp,4581
la garra, la zarpa / zarpazo,pařát,4582
la garra, la zarpa / zarpazo,spár / rána prackou,4583
inducir,indukovat,4584
inducir,vyvodit,4585
inducir,navést k něčemu,4586
inducir,přemluvit,4587
la hembra,samice,4588
la hembra,samička,4589
la oreja,ucho,4590
el morro,čumák,4591
el morro,tlama,4592
el asco / Me da asco.,odpor,4593
el asco / Me da asco.,hnus,4594
el asco / Me da asco.,hrůza,4595
el asco / Me da asco.,opovrhovat / Je mi z toho na nic.,4596
disparar (la pistola) contra algn,střílet,4597
disparar (la pistola) contra algn,vystřelit,4598
disparar (la pistola) contra algn,vypálit (pistole) na někoho,4599
anunciar,oznámit,4600
anunciar,ohlásit,4601
el autógrafo,autogram,4602
borracho,opilý,4603
el búho,výr,4604
el búho,sova,4605
el capítulo,kapitola,4606
el capítulo,díl,4607
la compensación,náhrada,4608
la compensación,kompenzace,4609
darse cuenta (de),všimnout si (čeho),4610
darse cuenta (de),uvědomit si (co),4611
el culebrón (la telenovela),telenovela,4612
delatar,prozradit,4613
delatar,udat,4614
el desenlace,rozuzlení,4615
despedirse (de),rozloučit se (s),4616
directo,rovný,4617
directo,přímý,4618
divertir (se), 1.divierto,bavit (se),4619
el documental,dokumentární film,4620
emocionado,rozrušený,4621
emocionado,vzrušený,4622
encender, 1.enciendo,rozsvítit,4623
encender, 1.enciendo,zapnout,4624
encender, 1.enciendo,zapálit,4625
encender, 1.enciendo,zažehnout,4626
estimado,vážený,4627
estimado,ctěný,4628
la fama (el rumor),pověst,4629
fatal,hrozný,4630
fatal,strašný,4631
fatal,fatální,4632
indignarse,rozzlobit se,4633
indignarse,rozčílit se,4634
la llave, cerrar con llave,klíč,4635
la llave, cerrar con llave,zamknout,4636
Londres,Londýn,4637
el lunar,měsíční,4638
el lunar,mateřské znaménko,4639
el lunar,puntík,4640
la madrastra / el padrastro / hermanastro,macecha / nevlastní otec / nevlastní sourozenec,4641
la mejilla,tvář,4642
la mejilla,líce,4643
la mirada,pohled,4644
elevar mirada / Su mirada destila odio.,vzhlédnout / Z jeho pohledu čiší nenávist.,4645
destilar,destilovat,4646
destilar,vyzařovat,4647
destilar,čišet,4648
obligado / verse obligado a,nutný,4649
obligado / verse obligado a,nucený,4650
obligado / verse obligado a,povinný / být nucen + infinitiv,4651
pálido,bledý,4652
picar,zobat,4653
picar,zakousnout,4654
prometer / prometido, a,slíbit / slíbený,4655
prometer / prometido, a,zaslíbený,4656
prometer / prometido, a,snoubenec,4657
prometer / prometido, a,ka,4658
próximamente,v nejbližší době,4659
próximamente,brzy,4660
quedar en + inf./ quedar paralítico,domluvit se na,4661
quedar en + inf./ quedar paralítico,dohodnout se / zůstat ochrnutý,4662
quedar en + inf./ quedar paralítico,ochrnout,4663
reír(se) de, por / sonreír (se) + 3.pád,smát(se) komu čemu / usmívat se na koho,4664
la retransmisión en directo,přímý přenos,4665
saltar,skákat,4666
saltar,vyhrknout,4667
saltar,porušit,4668
saltar,překročit nařízení,4669
revisar,prohlédnout,4670
revisar,zkontrolovat,4671
sentar bien,sednout,4672
sentar bien,udělat dobře,4673
sonar, 1.sueno,zvonit,4674
sonar, 1.sueno,znít,4675
sonar, 1.sueno,vypadta,4676
sonar, 1.sueno,zavánět čím,4677
sorprendido,překvapený,4678
el título / el subtítulo,titul,4679
el título / el subtítulo,nadpis,4680
el título / el subtítulo,název / titulek,4681
suspirar,vzdychat,4682
susurrar,šeptat,4683
técnico,technický,4684
el telespectador,televizní divák,4685
vacilar,váhat,4686
vacilar,vrávorat,4687
vacilar,viklat se,4688
tratar de no usar diccionario,pokusit se nepoužít slovník,4689
reconocer / reconocido,rozeznat,4690
reconocer / reconocido,rozpoznat,4691
reconocer / reconocido,uznat / uznávaný,4692
el desarrollo,vývoj,4693
el desarrollo,rozvoj,4694
el desarrollo,růst,4695
impedir,zabránit,4696
impedir,zamezit,4697
impedir,překazit,4698
dañino / dañado,škodlivý / poškozený,4699
dañino / dañado,poničený,4700
el daño,škoda,4701
el daño,poškození,4702
el daño,újma,4703
obstante / no obstante,vzdorovitý,4704
obstante / no obstante,vzpurný / nicméně,4705
obstante / no obstante,přesto,4706
obstante / no obstante,navzdory tomu,4707
debido,náležitý,4708
debido,přiměřený,4709
debido,jak se sluší a patří,4710
debido,kvůli,4711
debido a alg,vlivem čeho / kvůli čemu,4712
ensayar / el ensayo,testovat,4713
ensayar / el ensayo,zkoušet,4714
ensayar / el ensayo,nacvičovat / pokus,4715
ensayar / el ensayo,test,4716
ensayar / el ensayo,esej,4717
la eficacia,efektivnost,4718
la eficacia,účinnost,4719
disminuir,zmenšovat,4720
disminuir,snižovat,4721
colateral,postranní,4722
colateral,boční,4723
colateral,vedlejší,4724
colateral,podružný,4725
rechazar,odmítnout,4726
rechazar,zamítnout,4727
rechazar,zavrhnout,4728
fabricar,vyrobit,4729
fabricar,vyprodukovat,4730
fabricar,vyrábět,4731
el anticuerpo,protilátka,4732
divulgar,rozhlásit,4733
divulgar,roztroubit,4734
divulgar,roznést,4735
divulgar,prozradit,4736
la venta,prodej,4737
la venta,zájezdní hostinec,4738
venta a plazos / en venta, se vende,prodej na splátky / na prodej,4739
lograr / lograr hacerlo,dosánout,4740
lograr / lograr hacerlo,získat,4741
lograr / lograr hacerlo,podařit se / zvládnout to,4742
el anillo,prsten,4743
el anillo,kroužek,4744
el anillo,prstenec,4745
el anillo,letokruh,4746
anillo de compromiso / anillo de boda,zásnubní prstýnek / svatební prsten,4747
el compromiso,závazek,4748
el compromiso,povinnost,4749
el compromiso,zásnuby,4750
el acuerdo / llegar a un acuerdo,kompromis,4751
el acuerdo / llegar a un acuerdo,dohoda / dosáhnout kompromisu,4752
la clave,kód,4753
la clave,klíč,4754
la clave,kombinace,4755
la clave,klíčový,4756
la clave,stěžejní,4757
el enigma / enigmático,záhada,4758
el enigma / enigmático,tajemství / záhadný,4759
el enigma / enigmático,tajemný,4760
el reto (desafío),výzva (náročný úkol),4761
la humildad,pokora,4762
la humildad,skromnost,4763
la humildad,neurozenost,4764
sospechar / insospechado,podezřívat / neočekávaný,4765
sospechar / insospechado,nepředvídatelný,4766
el maltrato,týrání,4767
el maltrato,špatné zacházení,4768
arrojar,mrštit,4769
arrojar,hodit,4770
arrojar,vrhnout,4771
arrojar,chrlit,4772
arrojar,zvracet,4773
arrojar luz sobre alg,vnést světlo do čeho,4774
arrojar luz sobre alg,vrhnout světlo na co,4775
arrojar luz sobre alg,osvětlit co,4776
secuestrar / el secuestro,unést / únos,4777
